it.fr,1,2,3,4
1,0.17857142857142858,0.058823529411764705,0.0,0.10714285714285714
2,0.0,0.0,0.0,0.13043478260869565
3,0.0,0.0,0.0,0.02857142857142857
4,0.03333333333333333,0.0,0.0,0.11538461538461539
5,0.0975609756097561,0.17073170731707318,0.027777777777777776,0.023809523809523808
6,0.0967741935483871,0.08823529411764706,0.04,0.03225806451612903
