de.fr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64
1,0.39223227027636803,0.0,0.26726124191242434,0.329956008798045,0.13363062095621217,0.0,0.24999999999999994,0.10660035817780521,0.2773500981126146,0.0,0.08838834764831843,0.30618621784789724,0.17677669529663687,0.26726124191242434,0.1336306209562122,0.0753778361444409,0.0944911182523068,0.09805806756909201,0.12499999999999997,0.062499999999999986,0.0,0.0,0.3086066999241838,0.2886751345948129,0.20412414523193148,0.10660035817780521,0.1178511301977579,0.40824829046386296,0.11180339887498948,0.29488391230979427,0.057353933467640436,0.10660035817780521,0.0,0.31980107453341566,0.11180339887498948,0.10910894511799617,0.10910894511799617,0.15811388300841897,0.0,0.0,0.0,0.1386750490563073,0.0,0.0,0.0,0.15811388300841897,0.08838834764831843,0.08838834764831843,0.25,0.20412414523193148,0.0,0.17928429140015903,0.0,0.0,0.0,0.21650635094610968,0.09128709291752767,0.12909944487358055,0.05157106231293967,0.18190171877724973,0.27386127875258304,0.21320071635561041,0.0,0.0
2,0.22645540682891918,0.0,0.3086066999241838,0.21166687833365094,0.1543033499620919,0.1543033499620919,0.0,0.0,0.24019223070763074,0.0,0.0,0.0,0.20412414523193154,0.0,0.0,0.0,0.1091089451179962,0.11322770341445959,0.14433756729740646,0.07216878364870323,0.09901475429766744,0.0,0.17817416127494962,0.16666666666666669,0.23570226039551587,0.2461829819586655,0.13608276348795434,0.23570226039551587,0.0,0.0,0.06622661785325219,0.12309149097933275,0.0,0.0,0.12909944487358058,0.06299407883487121,0.0,0.09128709291752768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18257418583505536,0.0,0.0,0.09622504486493764,0.23570226039551587,0.0,0.06900655593423542,0.0,0.1543033499620919,0.0,0.08333333333333334,0.0,0.0,0.0,0.0700140042014005,0.10540925533894598,0.12309149097933275,0.0,0.0
