de.it,1,2,3,4,5,6,7,8,9,10,11,12,13
1,0.0,0.0,0.0,0.0,0.1111111111111111,0.07407407407407407,0.0,0.0,0.02631578947368421,0.045454545454545456,0.0,0.0,0.04
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705
4,0.23809523809523808,0.0,0.25,0.125,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.047619047619047616
5,0.1111111111111111,0.0,0.11764705882352941,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.08695652173913043,0.0,0.16666666666666666,0.21428571428571427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.06666666666666667,0.0,0.10526315789473684,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.3333333333333333,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.02702702702702703,0.12121212121212122,0.0,0.04,0.09302325581395349,0.03333333333333333,0.0,0.02857142857142857,0.0
10,0.0,0.0,0.0,0.0,0.15151515151515152,0.0,0.0,0.0,0.044444444444444446,0.0,0.0,0.058823529411764705,0.0
11,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.04,0.043478260869565216
