fr.en,1,2,3,4,5
1,0.5555555555555556,0.0,0.0,0.0,0.0
2,0.0,0.375,0.0,0.0,0.0
3,0.0,0.0,0.46153846153846156,0.0,0.0
4,0.0,0.0,0.0,0.75,0.0
5,0.0,0.0,0.0,0.0,0.5333333333333333
