fr.en,1,2,3,4,5
1,0.7142857142857143,0.061313933948496574,0.08451542547285165,0.0,0.0
2,0.06482037235521644,0.5007733956671914,0.0,0.0,0.0
3,0.0890870806374748,0.15294382258037448,0.6324555320336759,0.0,0.0
4,0.0,0.0,0.0,0.857142857142857,0.18333969940564224
5,0.0,0.0,0.0,0.0,0.6467616667635546
