it.en,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
1,0.16216216216216217,0.11904761904761904,0.17142857142857143,0.06818181818181818,0.022222222222222223,0.021739130434782608,0.03773584905660377,0.09302325581395349,0.046511627906976744,0.06976744186046512,0.10256410256410256,0.018867924528301886,0.0,0.0,0.05,0.07692307692307693
2,0.03333333333333333,0.25,0.07407407407407407,0.0,0.0,0.0,0.04878048780487805,0.12903225806451613,0.0,0.0,0.10714285714285714,0.05,0.0,0.0,0.034482758620689655,0.07142857142857142
3,0.1,0.08823529411764706,0.19230769230769232,0.08823529411764706,0.02857142857142857,0.027777777777777776,0.046511627906976744,0.05714285714285714,0.06060606060606061,0.09090909090909091,0.1,0.023255813953488372,0.0,0.029411764705882353,0.03225806451612903,0.10344827586206896
4,0.09523809523809523,0.0,0.16666666666666666,0.08,0.0,0.038461538461538464,0.029411764705882353,0.038461538461538464,0.08695652173913043,0.08333333333333333,0.045454545454545456,0.030303030303030304,0.0,0.0,0.047619047619047616,0.1
5,0.06060606060606061,0.0,0.06451612903225806,0.05405405405405406,0.0,0.0,0.044444444444444446,0.0,0.05714285714285714,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.030303030303030304
6,0.016666666666666666,0.015625,0.0,0.0,0.0,0.0,0.15873015873015872,0.031746031746031744,0.016129032258064516,0.015873015873015872,0.0,0.014084507042253521,0.0,0.016129032258064516,0.01694915254237288,0.0
7,0.03333333333333333,0.0,0.03571428571428571,0.06060606060606061,0.030303030303030304,0.029411764705882353,0.023809523809523808,0.0,0.03125,0.030303030303030304,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0,0.02564102564102564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.043478260869565216,0.06818181818181818,0.06666666666666667,0.0,0.0,0.022222222222222223,0.0,0.0,0.0,0.0,0.0,0.0,0.0
