fr.en,1,2,3,4,5,6,7
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.44474958999666075,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.5163977794943223,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.6674238124719146,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.18257418583505536,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.23904572186687872,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
