fr.en,1,2,3,4,5,6,7
1,0.23904572186687872,0.0,0.13483997249264842,0.0,0.0,0.0,0.31622776601683794
2,0.44474958999666075,0.43852900965351466,0.08362420100070908,0.11322770341445959,0.0,0.0,0.0
3,0.1091089451179962,0.5163977794943223,0.12309149097933275,0.0,0.0,0.0,0.0
4,0.0,0.0,0.6674238124719146,0.0,0.0,0.0,0.0
5,0.20203050891044214,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.18257418583505536,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.23904572186687872,0.0
8,0.2672612419124244,0.0,0.0,0.0,0.0,0.0,0.0
