de.en,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
1,0.22941573387056174,0.36380343755449945,0.15075567228888181,0.24253562503633297,0.0,0.06063390625908324,0.0472455591261534,0.18190171877724973,0.12909944487358055,0.125,0.20801257358446093,0.16012815380508713,0.0,0.05212860351426869,0.21650635094610968,0.07216878364870323
2,0.29019050004400465,0.2300894966542111,0.38138503569823695,0.07669649888473704,0.07905694150420949,0.07669649888473704,0.05976143046671968,0.2300894966542111,0.1632993161855452,0.23717082451262844,0.3508232077228117,0.10127393670836665,0.0,0.1978141420187361,0.27386127875258304,0.3651483716701107
3,0.27668578554642986,0.07312724241271307,0.18181818181818182,0.21938172723813917,0.0,0.14625448482542613,0.05698028822981897,0.07312724241271307,0.23354968324845687,0.15075567228888181,0.08362420100070908,0.0,0.15075567228888181,0.0,0.08703882797784893,0.08703882797784893
4,0.05407380704358752,0.1143323900950059,0.07106690545187015,0.1143323900950059,0.0,0.1143323900950059,0.1336306209562122,0.0,0.18257418583505539,0.05892556509887897,0.0,0.0,0.23570226039551587,0.0,0.0,0.20412414523193154
5,0.1025978352085154,0.10846522890932808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06950480468569159,0.0,0.0
7,0.16222142113076252,0.08574929257125441,0.0,0.17149858514250882,0.0,0.17149858514250882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.1889822365046136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.21629522817435007,0.17149858514250885,0.1421338109037403,0.17149858514250885,0.0,0.0,0.4008918628686366,0.0,0.12171612389003691,0.11785113019775793,0.0,0.0,0.0,0.09829463743659811,0.0,0.06804138174397717
10,0.0,0.19802950859533489,0.0,0.0,0.0,0.0,0.07715167498104596,0.09901475429766744,0.0,0.10206207261596577,0.0,0.06537204504606135,0.0,0.0,0.0,0.0
11,0.15789473684210523,0.05564148840746571,0.13834289277321493,0.05564148840746571,0.057353933467640436,0.05564148840746571,0.08671099695241198,0.0,0.11846977555181847,0.3441236008058426,0.19088542889273333,0.146943671674129,0.0,0.2870189239409639,0.06622661785325219,0.06622661785325219
12,0.0,0.0,0.0,0.0,0.0,0.3666793988112845,0.0,0.0,0.0,0.0,0.0,0.06052275326688023,0.0,0.0,0.0,0.0
13,0.0,0.25048971643405976,0.1556997888323046,0.0,0.06454972243679027,0.0,0.0,0.12524485821702988,0.0,0.06454972243679027,0.21483446221182986,0.0826898230594723,0.0,0.26919095102908275,0.223606797749979,0.29814239699997197
14,0.08671099695241198,0.09166984970282112,0.0,0.0,0.0,0.0,0.0,0.18333969940564224,0.0,0.0944911182523068,0.0,0.0,0.0,0.0,0.0,0.0
15,0.27668578554642986,0.14625448482542613,0.18181818181818182,0.36563621206356534,0.07537783614444091,0.07312724241271307,0.11396057645963795,0.0,0.1556997888323046,0.15075567228888181,0.0,0.0,0.0,0.06286946134619316,0.0,0.08703882797784893
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.0,0.07537783614444091,0.0,0.0,0.0,0.0,0.07537783614444091,0.0,0.0,0.0,0.12573892269238632,0.0,0.0
18,0.0,0.0,0.0,0.0,0.0,0.10846522890932808,0.0,0.0,0.11547005383792514,0.0,0.0,0.0,0.22360679774997896,0.0,0.0,0.12909944487358055
19,0.0,0.0,0.0,0.0,0.08838834764831843,0.25724787771376323,0.06681531047810609,0.08574929257125441,0.0,0.08838834764831843,0.0,0.05661385170722978,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0,0.1889822365046136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07881104062391006,0.0,0.0
21,0.0,0.06482037235521644,0.08058229640253803,0.0,0.0668153104781061,0.0,0.0,0.0,0.0,0.2004459314343183,0.14824986333222026,0.17118419700436516,0.0,0.27863910628767646,0.07715167498104597,0.0
22,0.0,0.06262242910851494,0.0,0.0,0.06454972243679027,0.0,0.04879500364742665,0.0,0.0,0.06454972243679027,0.0716114874039433,0.12403473458920844,0.0,0.2153527608232662,0.223606797749979,0.07453559924999299
