de.fr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64
1,0.23529411764705882,0.0,0.15384615384615385,0.06666666666666667,0.07142857142857142,0.0,0.14285714285714285,0.05555555555555555,0.15,0.0,0.05,0.17647058823529413,0.09090909090909091,0.09090909090909091,0.047619047619047616,0.043478260869565216,0.05555555555555555,0.05,0.06666666666666667,0.03225806451612903,0.0,0.0,0.13043478260869565,0.16666666666666666,0.1111111111111111,0.05555555555555555,0.0625,0.21428571428571427,0.058823529411764705,0.13636363636363635,0.023809523809523808,0.05555555555555555,0.0,0.14285714285714285,0.07142857142857142,0.041666666666666664,0.047619047619047616,0.07692307692307693,0.0,0.0,0.0,0.06896551724137931,0.0,0.0,0.0,0.08333333333333333,0.043478260869565216,0.043478260869565216,0.13043478260869565,0.1,0.0,0.0967741935483871,0.0,0.0,0.0,0.10344827586206896,0.045454545454545456,0.06060606060606061,0.023809523809523808,0.06451612903225806,0.13333333333333333,0.11764705882352941,0.0,0.0
2,0.11764705882352941,0.0,0.18181818181818182,0.05084745762711865,0.08333333333333333,0.08333333333333333,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0625,0.05555555555555555,0.07692307692307693,0.034482758620689655,0.05263157894736842,0.0,0.09090909090909091,0.09090909090909091,0.125,0.13333333333333333,0.07142857142857142,0.07142857142857142,0.0,0.0,0.025,0.0625,0.0,0.0,0.08333333333333333,0.02127659574468085,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.043478260869565216,0.125,0.0,0.03225806451612903,0.0,0.08333333333333333,0.0,0.034482758620689655,0.0,0.0,0.0,0.03333333333333333,0.07142857142857142,0.0625,0.0,0.0
