de.it,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,0.2631578947368421,0.09090909090909091,0.017543859649122806,0.0,0.02564102564102564,0.0,0.024390243902439025,0.0425531914893617,0.0392156862745098,0.0,0.0,0.0,0.0,0.02564102564102564,0.025,0.0,0.0,0.01818181818181818,0.05555555555555555,0.07547169811320754
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.07692307692307693,0.02702702702702703,0.0,0.0,0.0,0.0,0.3181818181818182,0.06451612903225806,0.05263157894736842,0.0,0.0,0.0,0.0,0.10526315789473684,0.0,0.0,0.058823529411764705,0.0,0.05714285714285714
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.05555555555555555,0.06666666666666667,0.0,0.07692307692307693,0.0,0.11764705882352941,0.25,0.05,0.0,0.0,0.0,0.0,0.0,0.029411764705882353,0.0,0.02857142857142857
6,0.0,0.0,0.0,0.0,0.08333333333333333,0.1111111111111111,0.07142857142857142,0.0,0.0,0.08333333333333333,0.125,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.03571428571428571,0.0,0.0
7,0.0,0.0,0.0,0.0,0.08333333333333333,0.1111111111111111,0.0,0.0,0.04,0.08333333333333333,0.125,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.03571428571428571,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.23076923076923078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.047619047619047616,0.04,0.08333333333333333,0.0,0.07142857142857142,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0
13,0.0,0.034482758620689655,0.02564102564102564,0.0,0.0,0.0,0.0,0.03333333333333333,0.029411764705882353,0.0,0.0,0.043478260869565216,0.0,0.0,0.045454545454545456,0.25,0.0,0.0,0.02631578947368421,0.08333333333333333
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,0.03333333333333333,0.0,0.0
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.0,0.05555555555555555,0.05714285714285714,0.0,0.0
16,0.03125,0.03125,0.0,0.0,0.041666666666666664,0.0,0.0,0.030303030303030304,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.0,0.025,0.2,0.07692307692307693
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.07692307692307693,0.0,0.09090909090909091,0.0,0.1111111111111111,0.0,0.0,0.0,0.03571428571428571
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02564102564102564,0.0,0.0,0.03571428571428571,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.0,0.1
