de.it,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84
1,0.5059644256269407,0.2988071523335984,0.16984155512168936,0.08838834764831843,0.21650635094610968,0.0,0.0,0.10660035817780521,0.0,0.0,0.1889822365046136,0.12499999999999997,0.07216878364870323,0.33407655239053047,0.08574929257125441,0.10206207261596574,0.23717082451262844,0.0,0.1178511301977579,0.18257418583505533,0.18257418583505533,0.14509525002200233,0.17149858514250882,0.3333333333333333,0.26726124191242434,0.0,0.06933752452815364,0.120873444603807,0.0,0.0,0.0,0.0,0.0,0.06350006350009525,0.0,0.08111071056538126,0.0,0.0,0.16366341767699427,0.09901475429766741,0.15811388300841897,0.16666666666666666,0.2357022603955158,0.14433756729740646,0.2773500981126146,0.24999999999999997,0.17677669529663687,0.0,0.0,0.0,0.0,0.08838834764831843,0.0,0.0,0.0,0.09128709291752767,0.0,0.0,0.042257712736425826,0.0,0.04950737714883371,0.053300179088902604,0.0,0.0,0.13055824196677335,0.05976143046671968,0.0,0.0,0.08838834764831843,0.0,0.0,0.15811388300841894,0.147087101353638,0.25354627641855504,0.09128709291752767,0.0,0.0,0.10660035817780521,0.20412414523193148,0.0,0.0,0.05590169943749474,0.16222142113076252,0.0
2,0.36514837167011077,0.41403933560541256,0.2614881801842454,0.0,0.08333333333333334,0.10540925533894598,0.0,0.0,0.0,0.0,0.1091089451179962,0.2886751345948129,0.0,0.1543033499620919,0.09901475429766744,0.11785113019775793,0.27386127875258304,0.0,0.13608276348795434,0.21081851067789195,0.21081851067789195,0.1675415633166782,0.2970442628930023,0.4811252243246882,0.3086066999241838,0.0,0.08006407690254358,0.2791452631195412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18898223650461363,0.0,0.0,0.0,0.0,0.08333333333333334,0.16012815380508716,0.0,0.0,0.0,0.0,0.0,0.051031036307982884,0.0,0.0,0.0,0.0,0.0,0.10540925533894598,0.0,0.048795003647426664,0.0,0.0,0.0,0.16329931618554522,0.0,0.10050378152592121,0.0,0.0,0.06804138174397717,0.0,0.0,0.0,0.12171612389003691,0.0,0.048795003647426685,0.0,0.0,0.0,0.12309149097933275,0.15713484026367722,0.0,0.0,0.06454972243679029,0.1873171623163388,0.1594482010358202
