de.fr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,0.21052631578947367,0.06896551724137931,0.15789473684210525,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.125,0.0,0.14285714285714285,0.08333333333333333,0.0,0.0,0.13636363636363635,0.2857142857142857,0.0
2,0.06666666666666667,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.0
3,0.13636363636363635,0.03125,0.14285714285714285,0.047619047619047616,0.041666666666666664,0.0,0.047619047619047616,0.07692307692307693,0.0,0.0,0.0,0.17647058823529413,0.0,0.1724137931034483,0.0,0.0,0.0,0.08,0.17647058823529413,0.0
4,0.0,0.0,0.0,0.058823529411764705,0.05,0.0,0.0,0.0,0.041666666666666664,0.05,0.15384615384615385,0.06666666666666667,0.05405405405405406,0.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.0
5,0.0,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.02564102564102564,0.03333333333333333,0.0,0.05,0.0,0.0,0.0,0.0
6,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043478260869565216,0.058823529411764705,0.0,0.0,0.0,0.1111111111111111,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07407407407407407,0.0,0.04,0.05263157894736842,0.0,0.023255813953488372,0.0,0.0,0.041666666666666664,0.0,0.0,0.0,0.0
