fr.en,1,2,3,4,5,6,7,8,9
1,0.08703882797784893,0.0,0.0,0.0,0.0,0.07216878364870323,0.0,0.0,0.0
2,0.09379580992210836,0.07044699536763468,0.1563263498701806,0.11973686801784993,0.08980265101338744,0.10369516947304253,0.0,0.06451612903225806,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.025125945381480302,0.0,0.10050378152592121,0.19245008972987526,0.0,0.25000000000000006,0.1091089451179962,0.05184758473652128,0.0
7,0.04222003309207491,0.09513029883089882,0.21110016546037455,0.16169041669088866,0.12126781251816648,0.280056016805602,0.0,0.17424273674761287,0.0
8,0.027524094128159017,0.031008683647302117,0.11009637651263607,0.10540925533894598,0.07905694150420949,0.13693063937629152,0.0,0.08519427513705972,0.0
