fr.en,1,2,3,4,5,6,7,8,9
1,0.06060606060606061,0.0,0.0,0.0,0.0,0.037037037037037035,0.0,0.0,0.0
2,0.08333333333333333,0.027777777777777776,0.07317073170731707,0.07407407407407407,0.043478260869565216,0.06666666666666667,0.0,0.04081632653061224,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.017543859649122806,0.0,0.03278688524590164,0.06666666666666667,0.0,0.10869565217391304,0.022222222222222223,0.029411764705882353,0.0
7,0.02857142857142857,0.030303030303030304,0.07894736842105263,0.08333333333333333,0.05,0.16,0.0,0.09090909090909091,0.0
8,0.017241379310344827,0.017857142857142856,0.03225806451612903,0.0425531914893617,0.023255813953488372,0.061224489795918366,0.0,0.04411764705882353,0.0
