it.en,1,2,3
1,0.3302891295379081,0.0,0.2680438533736193
2,0.1632993161855452,0.0,0.2839809171235324
3,0.21081851067789195,0.0,0.2932942300427066
4,0.23354968324845687,0.0,0.21661214442955293
5,0.0,0.5477225575051661,0.0
6,0.2065591117977289,0.07071067811865475,0.03592106040535498
