de.it,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
1,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0
3,0.0,0.058823529411764705,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02631578947368421,0.05263157894736842,0.0,0.08695652173913043,0.05,0.0
4,0.0,0.0,0.25,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.04878048780487805,0.043478260869565216,0.0,0.03571428571428571,0.041666666666666664,0.0
5,0.08333333333333333,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.03333333333333333,0.02564102564102564,0.0,0.0,0.04,0.0,0.0
7,0.125,0.0,0.05263157894736842,0.11764705882352941,0.10526315789473684,0.11764705882352941,0.0,0.03571428571428571,0.05263157894736842,0.0625,0.023809523809523808,0.0,0.0,0.07407407407407407,0.041666666666666664,0.0
8,0.08333333333333333,0.0,0.07142857142857142,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.08571428571428572,0.1875,0.0,0.09090909090909091,0.17647058823529413,0.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.05263157894736842,0.0,0.0,0.04,0.0,0.0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.030303030303030304,0.07142857142857142,0.0,0.05263157894736842,0.06666666666666667,0.0
11,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.05555555555555555,0.0,0.05,0.05263157894736842,0.047619047619047616,0.0,0.0,0.30434782608695654,0.0,0.029411764705882353,0.0,0.0,0.0,0.034482758620689655,0.0,0.0
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0.0625,0.0,0.11764705882352941,0.058823529411764705,0.05263157894736842,0.0,0.0,0.07692307692307693,0.0,0.1,0.024390243902439025,0.0,0.0,0.037037037037037035,0.0,0.0
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05405405405405406,0.25,0.0,0.041666666666666664,0.05,0.0
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.02702702702702703,0.05555555555555555,0.1875,0.043478260869565216,0.05263157894736842,0.0
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0
19,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0
20,0.07407407407407407,0.0,0.03333333333333333,0.034482758620689655,0.03225806451612903,0.0,0.0,0.02564102564102564,0.03333333333333333,0.046511627906976744,0.058823529411764705,0.12903225806451613,0.06060606060606061,0.25,0.058823529411764705,0.0
