de.it,1,2,3,4,5,6,7,8,9
1,0.49999999999999994,0.3666793988112845,0.21428571428571425,0.0,0.0,0.0,0.0,0.0,0.0
2,0.412514323662695,0.23529411764705882,0.09166984970282112,0.0,0.0,0.0,0.0,0.0,0.0
3,0.3666793988112845,0.8235294117647058,0.2291746242570528,0.0,0.0,0.0,0.0,0.0,0.0
4,0.1889822365046136,0.242535625036333,0.3779644730092272,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.44543540318737396,0.08058229640253803,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.040422604172722164,0.6581451817144176,0.10846522890932808,0.0,0.0
9,0.0,0.0,0.0,0.0,0.14547859349066158,0.0657951694959769,0.5855400437691199,0.0,0.0
