it.fr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.12195121951219512,0.08,0.125,0.023809523809523808,0.022222222222222223,0.0,0.04878048780487805,0.06521739130434782,0.0,0.0,0.0,0.05128205128205128,0.03225806451612903,0.0784313725490196,0.020833333333333332,0.022727272727272728,0.0,0.043478260869565216,0.1388888888888889,0.0
13,0.0,0.05714285714285714,0.0,0.04,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.043478260869565216,0.021739130434782608,0.02702702702702703,0.0,0.0,0.0,0.0,0.043478260869565216,0.0
14,0.043478260869565216,0.03225806451612903,0.045454545454545456,0.05,0.0,0.0,0.05,0.0,0.037037037037037035,0.043478260869565216,0.0,0.0,0.024390243902439025,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.0625,0.0,0.06666666666666667,0.07692307692307693,0.0,0.0,0.07692307692307693,0.0,0.05,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.09090909090909091,0.0
16,0.0,0.0,0.038461538461538464,0.041666666666666664,0.12,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.09523809523809523,0.09523809523809523,0.027777777777777776,0.03333333333333333,0.038461538461538464,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.0625,0.12121212121212122,0.0,0.0,0.0,0.025,0.027777777777777776,0.06896551724137931,0.06666666666666667,0.12244897959183673,0.022222222222222223,0.0,0.058823529411764705,0.0,0.0,0.0,0.0
18,0.045454545454545456,0.03333333333333333,0.0,0.1111111111111111,0.09523809523809523,0.0,0.0,0.0,0.0,0.0,0.0625,0.058823529411764705,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,0.2631578947368421,0.06666666666666667,0.21052631578947367,0.0,0.0,0.0,0.05,0.125,0.0,0.0,0.0,0.11764705882352941,0.0,0.1,0.0,0.0,0.0,0.08333333333333333,0.1875,0.0
20,0.12903225806451613,0.13157894736842105,0.0967741935483871,0.03225806451612903,0.0,0.0,0.10344827586206896,0.05555555555555555,0.02631578947368421,0.0,0.0,0.034482758620689655,0.0,0.047619047619047616,0.0,0.0,0.0,0.027777777777777776,0.07142857142857142,0.0
21,0.07142857142857142,0.0,0.07407407407407407,0.0,0.0,0.0,0.0,0.06451612903225806,0.0625,0.034482758620689655,0.043478260869565216,0.13636363636363635,0.02127659574468085,0.05405405405405406,0.03125,0.0,0.0,0.06666666666666667,0.08695652173913043,0.0
22,0.0,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.0,0.07407407407407407,0.0,0.0,0.05263157894736842,0.0,0.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,0.0,0.0,0.038461538461538464,0.08695652173913043,0.0,0.0,0.13636363636363635,0.0,0.18518518518518517,0.037037037037037035,0.1,0.045454545454545456,0.022222222222222223,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,0.0,0.023809523809523808,0.0,0.0,0.0,0.0,0.0,0.02702702702702703,0.0,0.029411764705882353,0.0,0.0,0.0392156862745098,0.047619047619047616,0.02702702702702703,0.0,0.0,0.0,0.07142857142857142,0.0
