it.en,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
1,0.6482037235521644,0.14852213144650114,0.07312724241271307,0.2858309752375147,0.08084520834544433,0.14794534429106188,0.15534712747612348,0.09166984970282112,0.1143323900950059,0.25928148942086576,0.12126781251816648,0.07669649888473704,0.20228869496966947,0.16169041669088866,0.24253562503633297,0.07669649888473704,0.14625448482542613,0.06262242910851494,0.06482037235521644,0.05292561240249631,0.140028008402801,0.08574929257125441,0.0,0.0,0.12964074471043288,0.24253562503633297,0.0,0.24253562503633297,0.18333969940564224,0.15339299776947407,0.21693045781865616,0.2100420126042015,0.2300894966542111,0.11764705882352941,0.25286086871208685,0.14625448482542613,0.08574929257125441,0.2100420126042015,0.06262242910851494,0.05564148840746571,0.2100420126042015,0.16269784336399212,0.0,0.140028008402801
2,0.08226127456606228,0.2094269541458478,0.06186882248897461,0.07254762501100118,0.2393949488198693,0.140814208696669,0.14785921742704325,0.1163350101494222,0.09673016668133491,0.054840849710708184,0.10259783520851541,0.03244428422615251,0.04278625498405582,0.20519567041703082,0.15389675281277312,0.12977713690461004,0.12373764497794922,0.02649064714130088,0.08226127456606228,0.13433209885189354,0.05923488777590924,0.2176428750330035,0.030934411244487304,0.027420424855354092,0.027420424855354092,0.025649458802128853,0.03627381250550058,0.051298917604257706,0.0,0.0,0.04588314677411236,0.08885233166386386,0.09733285267845752,0.04976726017934396,0.04278625498405582,0.06186882248897461,0.03627381250550058,0.05923488777590924,0.02649064714130088,0.07061267297367757,0.08885233166386386,0.09176629354822471,0.027420424855354092,0.0
3,0.23904572186687872,0.0,0.13483997249264842,0.5270462766947299,0.0,0.0,0.0,0.0,0.10540925533894598,0.11952286093343936,0.0,0.14142135623730948,0.09325048082403138,0.0,0.0,0.0,0.13483997249264842,0.0,0.11952286093343936,0.0,0.0,0.0,0.0,0.0,0.11952286093343936,0.22360679774997896,0.0,0.22360679774997896,0.33806170189140655,0.14142135623730948,0.19999999999999996,0.12909944487358055,0.14142135623730948,0.10846522890932808,0.18650096164806276,0.13483997249264842,0.0,0.12909944487358055,0.11547005383792514,0.0,0.12909944487358055,0.09999999999999998,0.11952286093343936,0.0
4,0.21380899352993948,0.32659863237109044,0.06030226891555273,0.14142135623730953,0.06666666666666667,0.6099942813304188,0.224179415327122,0.30237157840738177,0.09428090415820635,0.32071349029490925,0.1,0.06324555320336758,0.37532594530273455,0.13333333333333333,0.2,0.3162277660168379,0.24120907566221092,0.051639777949432225,0.05345224838248487,0.2182178902359924,0.11547005383792516,0.07071067811865475,0.12060453783110546,0.0,0.05345224838248487,0.1,0.0,0.2,0.07559289460184544,0.06324555320336758,0.08944271909999159,0.11547005383792516,0.12649110640673517,0.048507125007266595,0.12510864843424485,0.06030226891555273,0.07071067811865475,0.23094010767585033,0.051639777949432225,0.0917662935482247,0.11547005383792516,0.13416407864998736,0.0,0.0
5,0.22237479499833038,0.11322770341445959,0.0,0.0,0.18490006540840973,0.08459098688756274,0.17764623667373103,0.20965696734438366,0.2614881801842454,0.0,0.2773500981126146,0.0,0.0,0.18490006540840973,0.2773500981126146,0.17541160386140586,0.16724840200141816,0.0716114874039433,0.2964997266644405,0.24209101306752098,0.0,0.19611613513818402,0.16724840200141816,0.14824986333222026,0.0,0.1386750490563073,0.19611613513818402,0.0,0.0,0.0,0.24806946917841693,0.3202563076101743,0.3508232077228117,0.26906911759852503,0.11566298639324807,0.3344968040028363,0.0,0.0,0.0,0.2545139051903111,0.3202563076101743,0.12403473458920847,0.14824986333222026,0.0
6,0.050507627227610534,0.11572751247156893,0.0,0.0890870806374748,0.1259881576697424,0.08645856265563526,0.45392064950160177,0.07142857142857142,0.22271770159368698,0.050507627227610534,0.0944911182523068,0.11952286093343936,0.0,0.0629940788348712,0.0944911182523068,0.23904572186687872,0.1709408646894569,0.04879500364742665,0.2525381361380527,0.1649572197684645,0.0,0.06681531047810609,0.11396057645963795,0.050507627227610534,0.0,0.0472455591261534,0.06681531047810609,0.0,0.14285714285714285,0.0,0.08451542547285164,0.1091089451179962,0.11952286093343936,0.09166984970282112,0.03940552031195503,0.11396057645963795,0.0,0.0,0.0975900072948533,0.13006649542861798,0.1091089451179962,0.12677313820927746,0.15152288168283162,0.0
7,0.1889822365046136,0.14433756729740646,0.21320071635561041,0.16666666666666666,0.0,0.3234983196103153,0.45291081365783825,0.26726124191242434,0.0,0.1889822365046136,0.0,0.4472135954999579,0.29488391230979427,0.2357022603955158,0.35355339059327373,0.0,0.21320071635561041,0.18257418583505533,0.1889822365046136,0.1543033499620919,0.40824829046386296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14744195615489714,0.0,0.24999999999999994,0.20412414523193148,0.18257418583505533,0.0,0.0,0.31622776601683794,0.1889822365046136,0.0
8,0.0668153104781061,0.20412414523193154,0.07537783614444091,0.11785113019775793,0.0,0.22874785549890708,0.32025630761017426,0.472455591261534,0.3535533905932738,0.33407655239053047,0.0,0.23717082451262844,0.1563858105428061,0.08333333333333333,0.125,0.07905694150420949,0.45226701686664544,0.06454972243679027,0.2672612419124244,0.3273268353539886,0.14433756729740646,0.0,0.07537783614444091,0.2004459314343183,0.0668153104781061,0.0625,0.08838834764831843,0.0,0.0944911182523068,0.0,0.11180339887498948,0.14433756729740646,0.07905694150420949,0.12126781251816648,0.1563858105428061,0.22613350843332272,0.17677669529663687,0.21650635094610968,0.12909944487358055,0.3441236008058426,0.07216878364870323,0.16770509831248423,0.2004459314343183,0.0
9,0.23904572186687872,0.0,0.0,0.26352313834736496,0.0,0.03409971697352368,0.03580574370197164,0.0,0.05270462766947299,0.5378528742004771,0.0,0.14142135623730948,0.09325048082403138,0.0,0.0,0.07071067811865474,0.06741998624632421,0.05773502691896257,0.05976143046671968,0.0,0.0,0.0,0.06741998624632421,0.0,0.11952286093343936,0.22360679774997896,0.0,0.22360679774997896,0.25354627641855493,0.14142135623730948,0.19999999999999996,0.19364916731037085,0.21213203435596423,0.10846522890932808,0.23312620206007845,0.13483997249264842,0.0,0.12909944487358055,0.11547005383792514,0.0512989176042577,0.12909944487358055,0.09999999999999998,0.11952286093343936,0.0
10,0.1336306209562122,0.10206207261596577,0.0,0.11785113019775793,0.16666666666666666,0.07624928516630236,0.08006407690254357,0.0,0.3535533905932738,0.0,0.25,0.15811388300841897,0.0,0.16666666666666666,0.25,0.15811388300841897,0.30151134457776363,0.0,0.2672612419124244,0.0,0.0,0.17677669529663687,0.0,0.0,0.0,0.0,0.0,0.0,0.1889822365046136,0.0,0.0,0.14433756729740646,0.15811388300841897,0.0,0.0,0.0,0.0,0.0,0.12909944487358055,0.0,0.14433756729740646,0.22360679774997896,0.1336306209562122,0.0
