fr.en,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,0.6010407640085653,0.0,0.13363062095621217,0.0,0.3779644730092272,0.22225022225033336,0.4183300132670378,0.24999999999999994,0.09374999999999999,0.2834733547569204,0.18569533817705183,0.1270001270001905,0.20277677641345312,0.18257418583505533,0.06804138174397716,0.0,0.0,0.20412414523193148,0.26382242650554316
2,0.11547005383792516,0.0,0.1091089451179962,0.0,0.07715167498104597,0.0,0.0,0.0,0.0,0.23145502494313788,0.1137147065368355,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.2222222222222222,0.06154574548966636
3,0.40605178091037586,0.0,0.059028133610095526,0.09016696346674326,0.16695677422593647,0.028049635672660726,0.26398183867422736,0.38651034126196293,0.1380394075935582,0.33391354845187293,0.3486125328579014,0.2243970853812858,0.14331487278000374,0.0,0.03005565448891441,0.0,0.0,0.18033392693348646,0.3329635791060135
4,0.0,0.0,0.0,0.0,0.0,0.1466471150213533,0.0,0.0,0.07216878364870323,0.0,0.0,0.0,0.0,0.0,0.15713484026367722,0.0,0.0,0.07856742013183861,0.08703882797784893
5,0.047140452079103175,0.0,0.0890870806374748,0.13608276348795434,0.0,0.1693335026669207,0.03984095364447979,0.0,0.125,0.0,0.15474611514754325,0.0,0.05407380704358752,0.18257418583505539,0.13608276348795434,0.0,0.09622504486493764,0.045360921162651446,0.0
6,0.23570226039551587,0.0,0.0,0.0,0.18898223650461363,0.0,0.15936381457791915,0.16666666666666666,0.375,0.12598815766974242,0.15474611514754325,0.08466675133346035,0.10814761408717503,0.06085806194501846,0.13608276348795434,0.06804138174397717,0.09622504486493764,0.18144368465060579,0.251259453814803
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05892556509887895,0.0,0.0,0.0,0.0,0.0,0.06415002990995841,0.0,0.0,0.0,0.0
8,0.11766968108291041,0.0,0.07412493166611012,0.0,0.10482848367219183,0.03522349768381735,0.06629935441317959,0.1386750490563073,0.10400628679223047,0.15724272550828775,0.2832644114435326,0.0704469953676347,0.04499212706658475,0.0,0.11322770341445958,0.0,0.0,0.15097027121927944,0.1254363015010636
9,0.08528028654224416,0.0,0.08058229640253803,0.0,0.05698028822981897,0.0,0.0,0.0,0.0753778361444409,0.3418817293789138,0.16796775328675626,0.038291979053374184,0.0,0.0,0.16412198797244362,0.0,0.08703882797784893,0.16412198797244362,0.045454545454545456
10,0.06324555320336758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08451542547285165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.18257418583505536,0.0,0.0,0.0,0.14638501094227999,0.0,0.18516401995451026,0.12909944487358055,0.09682458365518543,0.14638501094227999,0.09589266029707683,0.7214084193623483,0.0837707816583391,0.0,0.03513641844631533,0.0,0.0,0.07027283689263066,0.19462473604038075
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
