de.it,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07407407407407407,0.0,0.0,0.0,0.0,0.0
2,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03125,0.0,0.0,0.0,0.029411764705882353,0.0
3,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0
4,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030303030303030304,0.0,0.0,0.0,0.02857142857142857,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.06666666666666667,0.058823529411764705,0.0,0.0,0.0,0.0
6,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.08695652173913043,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.043478260869565216,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.03225806451612903,0.0,0.0,0.0,0.0,0.03571428571428571,0.03225806451612903,0.0967741935483871,0.1111111111111111,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.02702702702702703,0.0,0.0,0.0,0.0,0.0,0.02702702702702703,0.08108108108108109,0.0,0.0,0.0,0.0,0.0
11,0.03225806451612903,0.0,0.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.0,0.0,0.05405405405405406,0.03333333333333333,0.0,0.0,0.0,0.0,0.02631578947368421,0.05128205128205128,0.0,0.0,0.0,0.0,0.0
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0
14,0.0,0.0,0.034482758620689655,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030303030303030304,0.0
15,0.0,0.0,0.07407407407407407,0.0,0.0,0.0,0.0,0.04,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0
16,0.0,0.0,0.0,0.0,0.07692307692307693,0.06451612903225806,0.13636363636363635,0.03225806451612903,0.06060606060606061,0.05714285714285714,0.0,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.09090909090909091,0.038461538461538464,0.0,0.07142857142857142,0.0,0.0,0.0,0.0
18,0.0,0.0,0.034482758620689655,0.0,0.045454545454545456,0.0,0.0,0.038461538461538464,0.07142857142857142,0.06666666666666667,0.0,0.0,0.0,0.0,0.0
19,0.0,0.0,0.0,0.0,0.10526315789473684,0.04,0.125,0.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0
20,0.0,0.0,0.05714285714285714,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.11428571428571428,0.0,0.0,0.0,0.0,0.0
21,0.0,0.0,0.030303030303030304,0.0,0.0,0.0,0.0,0.0,0.030303030303030304,0.058823529411764705,0.0,0.0,0.0,0.02702702702702703,0.0
22,0.0,0.0,0.0,0.0,0.08695652173913043,0.034482758620689655,0.1,0.0,0.03225806451612903,0.0625,0.0,0.0,0.0,0.02857142857142857,0.0
23,0.0,0.0,0.03225806451612903,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.030303030303030304,0.0,0.0,0.15384615384615385,0.02857142857142857,0.0
24,0.0,0.0,0.025,0.0,0.030303030303030304,0.0,0.0,0.02702702702702703,0.025,0.0,0.0,0.0,0.0,0.0,0.0
25,0.0,0.0,0.023255813953488372,0.058823529411764705,0.0,0.0,0.0,0.0,0.023255813953488372,0.09523809523809523,0.0,0.0,0.0,0.02127659574468085,0.0
26,0.0,0.0,0.029411764705882353,0.0,0.0,0.0,0.0,0.03225806451612903,0.029411764705882353,0.0,0.0,0.0,0.0,0.0,0.0
