de.it,1,2,3,4,5,6,7,8,9,10,11,12,13
1,0.0625,0.10256410256410256,0.09523809523809523,0.03571428571428571,0.043478260869565216,0.0,0.0,0.037037037037037035,0.0,0.0,0.07407407407407407,0.10526315789473684,0.0
2,0.0,0.02702702702702703,0.058823529411764705,0.043478260869565216,0.11764705882352941,0.0,0.0,0.0,0.125,0.14285714285714285,0.043478260869565216,0.0,0.043478260869565216
3,0.0,0.07692307692307693,0.1,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.037037037037037035,0.0,0.037037037037037035
4,0.0,0.05128205128205128,0.05,0.2857142857142857,0.0,0.0,0.125,0.13043478260869565,0.05,0.11764705882352941,0.038461538461538464,0.0,0.0
5,0.0,0.02702702702702703,0.058823529411764705,0.043478260869565216,0.1875,0.0,0.07142857142857142,0.0,0.0,0.06666666666666667,0.09090909090909091,0.0,0.0
6,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
7,0.0,0.0,0.0,0.0625,0.0,0.07692307692307693,0.041666666666666664,0.2692307692307692,0.0,0.0,0.0625,0.0,0.0
8,0.0,0.02702702702702703,0.058823529411764705,0.043478260869565216,0.05555555555555555,0.0,0.0,0.0,0.2857142857142857,0.23076923076923078,0.043478260869565216,0.0,0.0
9,0.0,0.05405405405405406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19047619047619047,0.0625,0.0
