fr.en,1,2,3,4,5,6
1,0.2857142857142857,0.0,0.11764705882352941,0.06666666666666667,0.09375,0.13333333333333333
2,0.375,0.05263157894736842,0.16666666666666666,0.0,0.0,0.0
3,0.03125,0.4090909090909091,0.0,0.0,0.025,0.0
4,0.15,0.0,0.5,0.0,0.0,0.0
5,0.05405405405405406,0.027777777777777776,0.0,0.6296296296296297,0.11904761904761904,0.07407407407407407
6,0.05128205128205128,0.02631578947368421,0.0,0.12195121951219512,0.53125,0.14814814814814814
