de.en,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
1,0.0784313725490196,0.06,0.02127659574468085,0.037037037037037035,0.02040816326530612,0.05660377358490566,0.0,0.01818181818181818,0.016666666666666666,0.05357142857142857,0.04225352112676056,0.0,0.0,0.016666666666666666,0.0,0.0,0.0,0.023255813953488372,0.0,0.057692307692307696,0.0,0.022727272727272728,0.024390243902439025,0.034482758620689655,0.031746031746031744,0.03076923076923077,0.0625,0.02127659574468085,0.03389830508474576,0.025974025974025976,0.017543859649122806,0.0392156862745098,0.020833333333333332,0.07575757575757576
2,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046511627906976744,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.07407407407407407,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034482758620689655,0.022727272727272728,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.18181818181818182,0.0,0.0,0.08333333333333333,0.0,0.0,0.02702702702702703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
4,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,0.0,0.0,0.0,0.05555555555555555
6,0.034482758620689655,0.037037037037037035,0.0,0.03333333333333333,0.0,0.03333333333333333,0.0,0.10714285714285714,0.058823529411764705,0.030303030303030304,0.08888888888888889,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.034482758620689655,0.0,0.3333333333333333,0.0625,0.029411764705882353,0.02564102564102564,0.024390243902439025,0.04,0.045454545454545456,0.058823529411764705,0.08,0.03125,0.037037037037037035,0.0,0.022222222222222223
7,0.0,0.07142857142857142,0.0,0.03125,0.0,0.03125,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.041666666666666664,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023255813953488372,0.0,0.041666666666666664,0.02702702702702703,0.0,0.029411764705882353,0.034482758620689655,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034482758620689655,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02040816326530612,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.0,0.034482758620689655,0.041666666666666664,0.03125,0.038461538461538464,0.0,0.0,0.0,0.0,0.02857142857142857,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10344827586206896,0.0,0.0,0.0,0.027777777777777776,0.024390243902439025,0.0,0.037037037037037035,0.0,0.0,0.01818181818181818,0.0,0.034482758620689655,0.04,0.02127659574468085
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023255813953488372,0.0,0.0,0.0,0.0
13,0.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022727272727272728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02857142857142857,0.0,0.0,0.0,0.0,0.0,0.03571428571428571,0.0,0.0,0.0
14,0.0,0.034482758620689655,0.041666666666666664,0.03125,0.038461538461538464,0.0,0.0,0.0,0.0,0.02857142857142857,0.02,0.09523809523809523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03225806451612903,0.0,0.0,0.0,0.05714285714285714,0.05,0.0,0.037037037037037035,0.0,0.02702702702702703,0.01818181818181818,0.0,0.034482758620689655,0.04,0.02127659574468085
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037037037037037035,0.0,0.029411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02631578947368421
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.0,0.0,0.02564102564102564,0.0,0.02564102564102564,0.022727272727272728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020833333333333332,0.0,0.029411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.018518518518518517
18,0.0,0.0,0.0,0.0,0.0,0.043478260869565216,0.0,0.0,0.0,0.038461538461538464,0.024390243902439025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07407407407407407,0.0,0.0,0.0,0.0,0.02631578947368421
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023255813953488372,0.0,0.0,0.0,0.0
