it.en,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
21,0.0,0.0,0.0,0.05913123959890826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09245003270420486,0.0,0.08006407690254358,0.0,0.0,0.0,0.0,0.0,0.0,0.08006407690254358,0.0,0.057831493196624034,0.0,0.0,0.0,0.08770580193070293,0.0,0.12403473458920847,0.08362420100070908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,0.21320071635561044,0.09534625892455921,0.0,0.0,0.0,0.0,0.045454545454545456,0.04891159880445184,0.07106690545187015,0.0,0.09534625892455921,0.07106690545187015,0.0,0.0,0.0,0.07106690545187015,0.0,0.0,0.0,0.07106690545187015,0.06154574548966636,0.17407765595569785,0.044455422447438706,0.046524210519923545,0.0,0.06154574548966636,0.0674199862463242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06428243465332249,0.0,0.0,0.05698028822981897,0.0,0.05913123959890826,0.0,0.0,0.0,0.0,0.0,0.08058229640253803,0.0,0.0,0.0,0.0,0.0,0.09534625892455921,0.0
25,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0917662935482247,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.08164965809277261,0.7506518906054691,0.13093073414159545,0.16329931618554522,0.0,0.18973665961010275,0.0,0.08944271909999159,0.06030226891555273,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08944271909999159,0.0
26,0.036369648372665396,0.09759000729485333,0.0545544725589981,0.0,0.0,0.0,0.0,0.0,0.07273929674533079,0.0,0.09759000729485333,0.07273929674533079,0.0,0.0,0.0,0.07273929674533079,0.0,0.0,0.0,0.0,0.06299407883487121,0.08908708063747481,0.09100315103865803,0.09523809523809523,0.35634832254989923,0.06299407883487121,0.06900655593423542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058321184351980436,0.0,0.12104550653376049,0.07715167498104596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05292561240249631,0.09759000729485333,0.10585122480499262
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08908708063747481,0.16666666666666669,0.0,0.12909944487358058,0.0,0.0,0.0,0.13608276348795434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,0.15590239111558088,0.11952286093343936,0.0,0.0,0.0,0.0,0.0,0.030656966974248287,0.0890870806374748,0.07142857142857142,0.11952286093343936,0.0890870806374748,0.0,0.0,0.0,0.0890870806374748,0.0,0.0,0.0,0.0445435403187374,0.07715167498104597,0.1636634176769943,0.0,0.058321184351980436,0.0,0.07715167498104597,0.08451542547285165,0.0,0.0,0.0,0.0,0.03340765523905305,0.0,0.0,0.08058229640253803,0.0,0.0,0.07142857142857142,0.0,0.037062465833055065,0.0,0.042257712736425826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03241018617760822,0.0,0.0
29,0.041666666666666664,0.22360679774997896,0.0,0.0,0.0,0.0,0.0,0.057353933467640436,0.08333333333333333,0.0668153104781061,0.11180339887498948,0.08333333333333333,0.0,0.07216878364870323,0.0,0.08333333333333333,0.0,0.0,0.08838834764831843,0.0,0.0,0.10206207261596577,0.05212860351426869,0.3818813079129867,0.0,0.07216878364870323,0.15811388300841897,0.0,0.11180339887498948,0.0,0.0,0.0625,0.0,0.0,0.07537783614444091,0.0,0.0,0.0668153104781061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0944911182523068,0.0,0.0,0.0,0.0,0.0,0.0,0.06063390625908324
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0657951694959769,0.0,0.0,0.0,0.0,0.0,0.0,0.10050378152592121,0.0,0.0,0.13483997249264842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,0.181848241863327,0.0,0.0,0.0,0.0,0.0,0.0,0.05006261743217588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07273929674533079,0.0,0.08908708063747481,0.13650472655798704,0.047619047619047616,0.08908708063747481,0.0,0.20701966780270628,0.0,0.09759000729485333,0.0,0.0,0.0545544725589981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10012523486435176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09759000729485333,0.0
32,0.06804138174397717,0.18257418583505536,0.0,0.0,0.0,0.0,0.0,0.0,0.13608276348795434,0.0,0.18257418583505536,0.13608276348795434,0.0,0.0,0.0,0.13608276348795434,0.0,0.0,0.0,0.0,0.0,0.16666666666666669,0.0,0.08908708063747481,0.33333333333333337,0.11785113019775793,0.12909944487358058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1091089451179962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,0.23112508176051216,0.0,0.0,0.0,0.0,0.0,0.0,0.06362847629757777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09245003270420486,0.0,0.11322770341445959,0.11566298639324807,0.060522753266880246,0.11322770341445959,0.0,0.17541160386140586,0.0,0.0,0.0,0.0,0.06933752452815364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12403473458920847,0.0
34,0.18670401120373464,0.18786728732554484,0.07001400420140048,0.0597081434026532,0.0,0.0,0.0,0.06424925662032353,0.140028008402801,0.0,0.12524485821702988,0.09335200560186732,0.0,0.1212678125181665,0.0,0.09335200560186732,0.0,0.0,0.04950737714883371,0.0,0.0,0.1143323900950059,0.08759357437106757,0.12222646627042817,0.17149858514250885,0.08084520834544433,0.17712297710801903,0.0,0.06262242910851494,0.0422200330920749,0.0,0.03500700210070024,0.0,0.0,0.0,0.16169041669088866,0.06424925662032353,0.14969623771302396,0.04543108504242546,0.07767356373806174,0.09901475429766741,0.0,0.0,0.0,0.0,0.05292561240249631,0.0,0.0,0.0,0.0,0.06792356108113244,0.06262242910851494,0.16980890270283108
35,0.19047619047619055,0.255550625999976,0.0,0.030457245193658646,0.0,0.0,0.0,0.03277367626722313,0.1428571428571429,0.0,0.19166296949998202,0.1428571428571429,0.0,0.0,0.0,0.1428571428571429,0.0,0.0,0.0,0.09523809523809527,0.0,0.2332847374079218,0.029787773436724983,0.0935219529582825,0.05832118435198045,0.12371791482634846,0.3614031611621006,0.1428571428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08247860988423228,0.03277367626722313,0.1145405322481819,0.0,0.07924288517503278,0.05050762722761055,0.04517539514526257,0.0,0.0,0.0,0.0,0.0,0.08247860988423228,0.03367175148507371,0.0,0.03464794643376187,0.0,0.06929589286752373
