it.en,1,2,3,4,5,6,7,8,9,10,11
1,0.5913123959890826,0.41602514716892186,0.3144854510165755,0.13323467750529827,0.0,0.136788225776266,0.0,0.0,0.0,0.14064216928154863,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.31980107453341566,0.25,0.6614378277661476,0.36028834606144605,0.0,0.32879797461071464,0.0,0.0,0.0,0.1690308509457033,0.0
4,0.28603877677367767,0.22360679774997896,0.42257712736425823,0.393863180721688,0.0,0.22056438662814237,0.0,0.0,0.0,0.15118578920369088,0.0
5,0.0,0.0,0.17342199390482396,0.03673591791853225,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.14673479641335552,0.11470786693528087,0.26013299085723596,0.18367958959266123,0.0,0.11314714296070713,0.0,0.0,0.0,0.07755667343294811,0.0
7,0.25979436665882194,0.17407765595569785,0.1315903389919538,0.1114989346676121,0.0,0.17170914210964278,0.0,0.0,0.0,0.11769797726729993,0.0
8,0.06428243465332249,0.15075567228888181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050964719143762556,0.0
9,0.06428243465332249,0.0,0.0,0.0,0.0,0.04956815970966098,0.0,0.0,0.0,0.0,0.0
10,0.2022599587389726,0.15811388300841897,0.11952286093343936,0.10127393670836665,0.0,0.1559625734730109,0.0,0.0,0.0,0.10690449676496974,0.0
11,0.3481553119113957,0.20412414523193154,0.1543033499620919,0.1307440900921227,0.0,0.20134681656420733,0.0,0.0,0.0,0.20701966780270628,0.0
12,0.2667325346846322,0.20851441405707477,0.31524416249564025,0.16694514082354445,0.07372097807744857,0.20567735105731835,0.0,0.0,0.0,0.1409814753700483,0.0
13,0.2956561979945413,0.2773500981126146,0.20965696734438366,0.08882311833686551,0.0,0.136788225776266,0.0,0.0,0.0,0.14064216928154863,0.0
14,0.26111648393354675,0.20412414523193154,0.1543033499620919,0.1307440900921227,0.0,0.20134681656420733,0.0,0.0,0.0,0.13801311186847084,0.0
15,0.17739371879672478,0.1386750490563073,0.10482848367219183,0.08882311833686551,0.0,0.136788225776266,0.0,0.0,0.0,0.09376144618769908,0.0
16,0.1846372364689991,0.14433756729740646,0.1091089451179962,0.1386750490563073,0.0,0.2372894989381248,0.0,0.0,0.0,0.09759000729485333,0.0
17,0.0,0.0,0.0,0.05661385170722978,0.0,0.058123819371909656,0.0,0.0,0.0,0.0,0.0
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,0.1928473039599675,0.15075567228888181,0.11396057645963795,0.09656090991705352,0.0,0.14870447912898294,0.0,0.0,0.0,0.10192943828752511,0.0
20,0.29346959282671103,0.22941573387056174,0.17342199390482396,0.146943671674129,0.0,0.26401000024165,0.0,0.0,0.0,0.15511334686589623,0.0
21,0.15512630699850574,0.12126781251816648,0.09166984970282112,0.27185747308321606,0.0,0.11961783342433503,0.0,0.0,0.0,0.08199200616907877,0.0
22,0.0,0.0,0.0,0.17902871850985821,0.07905694150420949,0.14704292441876157,0.0,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,0.053376051268362375,0.1178511301977579,0.10959932487023821,0.0,0.0,0.0,0.0,0.0
24,0.0,0.0,0.0,0.0,0.0,0.07352146220938079,0.0,0.0,0.0,0.0,0.0
25,0.0,0.0,0.0,0.2025478734167333,0.0,0.10397504898200728,0.0,0.0,0.0,0.0,0.0
26,0.0,0.0,0.0,0.09805806756909202,0.0,0.03355780276070122,0.0,0.0,0.0,0.0,0.0
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,0.050251890762960605,0.11785113019775793,0.0,0.1887128390240993,0.0,0.07749842582921287,0.0,0.0,0.0,0.03984095364447979,0.0
29,0.26111648393354675,0.20412414523193154,0.1543033499620919,0.1307440900921227,0.0,0.20134681656420733,0.0,0.0,0.0,0.13801311186847084,0.0
30,0.0,0.0,0.0,0.0,0.5303300858899106,0.16439898730535732,0.0,0.0,0.0,0.0,0.0
31,0.20483662259967567,0.16012815380508713,0.12104550653376046,0.1282051282051282,0.05661385170722978,0.4738483138433909,0.21483446221182984,0.10675210253672475,0.0,0.13533299049019168,0.0
32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36980013081681945,0.08362420100070908,0.04688072309384954,0.0
33,0.11877113736973438,0.09284766908852593,0.07018624063435965,0.08920515501750789,0.0,0.09158437663089956,0.0,0.12379689211803459,0.3359355065735126,0.282494169258455,0.0
34,0.1709408646894569,0.1336306209562122,0.10101525445522107,0.08559209850218258,0.0,0.17574991006549875,0.0,0.0890870806374748,0.0,0.18070158058105026,0.0
35,0.0,0.0,0.0,0.11322770341445956,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,0.2585438449975096,0.24253562503633297,0.09166984970282112,0.07767356373806174,0.0,0.11961783342433503,0.0,0.08084520834544433,0.0,0.24597601850723633,0.4583492485141056
