fr.en,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
1,0.16,0.0,0.0625,0.0,0.0625,0.0,0.0,0.0,0.0,0.041666666666666664,0.06666666666666667,0.0,0.0,0.0,0.047619047619047616,0.0
2,0.020833333333333332,0.0,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.025,0.0,0.06060606060606061,0.0,0.046511627906976744,0.0,0.0,0.0,0.02857142857142857,0.024390243902439025,0.0
3,0.0,0.0,0.0,0.0,0.0625,0.05,0.0,0.15384615384615385,0.0,0.08695652173913043,0.0,0.0,0.0,0.06666666666666667,0.0,0.0
4,0.0,0.0,0.10526315789473684,0.05,0.05,0.041666666666666664,0.06666666666666667,0.11764705882352941,0.06666666666666667,0.07407407407407407,0.0,0.0,0.0,0.05263157894736842,0.04,0.0
5,0.0,0.07692307692307693,0.0625,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.07142857142857142
6,0.027777777777777776,0.047619047619047616,0.13636363636363635,0.0,0.08695652173913043,0.03571428571428571,0.0,0.045454545454545456,0.0,0.13793103448275862,0.0,0.07407407407407407,0.09523809523809523,0.043478260869565216,0.0,0.0
7,0.0,0.0,0.0,0.0,0.2727272727272727,0.058823529411764705,0.0,0.2,0.125,0.1,0.0,0.0,0.09090909090909091,0.08333333333333333,0.0,0.0
8,0.0,0.0,0.0,0.0,0.045454545454545456,0.038461538461538464,0.0,0.0,0.0,0.06896551724137931,0.0,0.125,0.10526315789473684,0.0,0.037037037037037035,0.0
9,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.1111111111111111,0.16666666666666666,0.0,0.0,0.0
10,0.0,0.0,0.07142857142857142,0.0,0.36363636363636365,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0
11,0.02631578947368421,0.0,0.0,0.0,0.08,0.19230769230769232,0.0,0.041666666666666664,0.0,0.09375,0.08333333333333333,0.0,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.375,0.07692307692307693,0.1,0.043478260869565216,0.0,0.0,0.0,0.07142857142857142,0.0,0.0
13,0.05,0.0,0.0,0.0,0.07142857142857142,0.030303030303030304,0.0,0.037037037037037035,0.0,0.1875,0.07407407407407407,0.0,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.047619047619047616,0.0,0.0,0.0,0.037037037037037035,0.0
15,0.0,0.0,0.07142857142857142,0.034482758620689655,0.034482758620689655,0.0,0.0,0.0,0.0,0.08571428571428572,0.0,0.0625,0.07692307692307693,0.0,0.06060606060606061,0.0
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.1,0.0,0.0,0.0,0.0,0.0
17,0.0,0.0,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.0,0.0,0.0,0.0,0.058823529411764705,0.038461538461538464,0.28,0.08333333333333333,0.038461538461538464,0.03125,0.0
18,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.36363636363636365,0.0,0.15789473684210525,0.0
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.05555555555555555,0.0
20,0.05263157894736842,0.0,0.037037037037037035,0.037037037037037035,0.07692307692307693,0.03225806451612903,0.0,0.04,0.0,0.125,0.038461538461538464,0.10344827586206896,0.08333333333333333,0.08,0.17857142857142858,0.0
21,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.09090909090909091,0.0,0.047619047619047616,0.0,0.0,0.0,0.08333333333333333,0.0,0.3333333333333333
22,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.08695652173913043,0.0,0.10526315789473684,0.15384615384615385,0.0,0.0,0.0
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375
