de.en,1,2,3
1,0.4296689244236597,0.0,0.19925419255468718
2,0.0,0.0,0.19050019050028574
3,0.35805743701971643,0.0,0.19925419255468718
4,0.0,0.0,0.0
5,0.0,0.0,0.0
6,0.11009637651263604,0.0753778361444409,0.2297518743202451
7,0.27386127875258304,0.0,0.06350006350009525
8,0.0778498944161523,0.0,0.05415303610738823
9,0.2666666666666666,0.0,0.09274777915203367
10,0.0,0.3086066999241838,0.0
11,0.0,0.0,0.1270001270001905
