de.it,1,2,3,4,5,6,7,8,9
1,0.3402069087198858,0.0,0.1178511301977579,0.0,0.0,0.17677669529663687,0.0,0.1507556722888818,0.20412414523193148
2,0.14547859349066158,0.0,0.0,0.0,0.0,0.1889822365046136,0.0,0.0,0.0
3,0.08606629658238703,0.0,0.0,0.0,0.0,0.11180339887498948,0.0512989176042577,0.0,0.06454972243679027
4,0.23570226039551584,0.0,0.13608276348795434,0.0,0.0,0.20412414523193154,0.0,0.17407765595569785,0.23570226039551587
5,0.0,0.0,0.0,0.0629940788348712,0.0,0.0,0.0,0.0,0.0
6,0.09622504486493763,0.0,0.0,0.041666666666666664,0.03466876226407682,0.0,0.1720618004029213,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16116459280507606,0.0
8,0.058025885318565944,0.0,0.0,0.0,0.04181210050035454,0.0,0.06917144638660747,0.25712973861328997,0.0
9,0.07273929674533079,0.0,0.1259881576697424,0.0,0.0,0.0944911182523068,0.08671099695241198,0.16116459280507606,0.1091089451179962
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0,0.043852900965351466,0.07905694150420949,0.07254762501100116,0.0,0.0
12,0.09938079899999065,0.0,0.17213259316477406,0.08606629658238703,0.10741723110591493,0.06454972243679027,0.0,0.05504818825631802,0.07453559924999299
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0.15713484026367722,0.0,0.13608276348795434,0.13608276348795434,0.0,0.20412414523193154,0.0,0.17407765595569785,0.23570226039551587
15,0.09938079899999065,0.0,0.0,0.043033148291193514,0.0716114874039433,0.12909944487358055,0.05923488777590923,0.11009637651263604,0.14907119849998599
16,0.16666666666666666,0.0,0.19245008972987526,0.0,0.12009611535381537,0.21650635094610968,0.0,0.12309149097933272,0.16666666666666669
