de.it,1,2,3,4,5,6,7,8,9,10,11,12,13
1,0.23636363636363636,0.0,0.0,0.023255813953488372,0.019230769230769232,0.0,0.020833333333333332,0.0,0.0,0.0,0.0,0.0,0.025
2,0.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.02631578947368421,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.2,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.029411764705882353,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.023809523809523808,0.0,0.0,0.0,0.21739130434782608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.046511627906976744,0.0,0.05555555555555555,0.10526315789473684,0.1111111111111111,0.06666666666666667,0.04,0.047619047619047616,0.038461538461538464,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.030303030303030304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.0,0.0,0.05555555555555555,0.0,0.034482758620689655,0.0,0.4444444444444444,0.0,0.08,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0.02631578947368421,0.0,0.0,0.0,0.043478260869565216,0.0,0.05263157894736842,0.3333333333333333,0.05,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.034482758620689655,0.0
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2777777777777778,0.0
18,0.02857142857142857,0.0,0.0,0.09090909090909091,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.2857142857142857
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
