fr.en,1,2,3,4,5,6
1,0.5,0.0625,0.0,0.06451612903225806,0.037037037037037035,0.0
2,0.058823529411764705,0.2727272727272727,0.0,0.0,0.0,0.0
3,0.0,0.04,0.4642857142857143,0.16666666666666666,0.0,0.047619047619047616
4,0.08,0.0,0.02702702702702703,0.56,0.0625,0.05555555555555555
5,0.0,0.0,0.2608695652173913,0.25,0.0,0.1111111111111111
6,0.037037037037037035,0.0,0.0,0.02564102564102564,0.5217391304347826,0.1111111111111111
7,0.0,0.0,0.041666666666666664,0.04,0.05,1.0
