fr.en,1,2,3,4,5,6
1,0.6674238124719146,0.0,0.0,0.0,0.0,0.0
2,0.0,0.4285714285714285,0.0,0.0,0.0,0.0
3,0.0,0.0,0.6358507844578739,0.0,0.0,0.0
4,0.0,0.0,0.0,0.7914672795166294,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.6859943405700354,0.0
7,0.0,0.0,0.0,0.0,0.0,1.0
