de.en,1,2,3,4,5,6,7,8,9,10,11,12,13,14
1,0.17647058823529413,0.1111111111111111,0.16666666666666666,0.03125,0.0,0.0,0.041666666666666664,0.0,0.0,0.06451612903225806,0.045454545454545456,0.08695652173913043,0.043478260869565216,0.0
2,0.0,0.0,0.09523809523809523,0.037037037037037035,0.0625,0.0,0.17647058823529413,0.07692307692307693,0.0,0.12,0.2,0.1111111111111111,0.0,0.041666666666666664
3,0.05555555555555555,0.0,0.17391304347826086,0.0,0.0,0.0,0.043478260869565216,0.0,0.0,0.03225806451612903,0.047619047619047616,0.09090909090909091,0.0,0.0
4,0.058823529411764705,0.0,0.04,0.19230769230769232,0.0,0.0,0.09523809523809523,0.0,0.1111111111111111,0.10714285714285714,0.10526315789473684,0.09523809523809523,0.0,0.07692307692307693
5,0.0,0.0,0.045454545454545456,0.037037037037037035,0.13333333333333333,0.0,0.17647058823529413,0.0,0.0625,0.07692307692307693,0.125,0.1111111111111111,0.0,0.0
6,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.0625,0.1,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.03125,0.05555555555555555,0.0,0.0,0.0,0.043478260869565216,0.038461538461538464,0.11764705882352941,0.0,0.034482758620689655,0.03571428571428571,0.029411764705882353
8,0.0,0.0,0.045454545454545456,0.037037037037037035,0.0,0.0,0.17647058823529413,0.0,0.0,0.21739130434782608,0.2857142857142857,0.1111111111111111,0.0,0.041666666666666664
9,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.05,0.17647058823529413,0.0
