de.en,1,2,3,4,5,6,7,8,9,10,11,12,13,14
1,0.3144854510165755,0.20965696734438366,0.3268602252303068,0.062017367294604234,0.0,0.0,0.08006407690254358,0.0,0.0,0.16317848796612636,0.08770580193070293,0.16012815380508716,0.08362420100070908,0.0
2,0.0,0.0,0.21320071635561047,0.06741998624632421,0.10050378152592121,0.0,0.3481553119113957,0.12309149097933275,0.0,0.35478743759344955,0.38138503569823695,0.26111648393354675,0.0,0.06741998624632421
3,0.1091089451179962,0.0,0.2721655269759087,0.0,0.0,0.0,0.08333333333333334,0.0,0.0,0.11322770341445959,0.09128709291752768,0.16666666666666669,0.0,0.0
4,0.11396057645963795,0.0,0.1421338109037403,0.337099931231621,0.0,0.0,0.17407765595569785,0.0,0.20100756305184242,0.17739371879672478,0.19069251784911848,0.17407765595569785,0.0,0.13483997249264842
5,0.0,0.0,0.08333333333333333,0.07905694150420949,0.2357022603955158,0.0,0.30618621784789724,0.0,0.1178511301977579,0.20801257358446093,0.22360679774997896,0.20412414523193148,0.0,0.0
6,0.0,0.0,0.0,0.0,0.14907119849998599,0.0,0.12909944487358055,0.18257418583505536,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.10286889997472795,0.09759000729485333,0.0,0.0,0.0,0.08908708063747481,0.07273929674533079,0.21398024625545647,0.0,0.06299407883487121,0.0657951694959769,0.048795003647426664
8,0.0,0.0,0.07106690545187015,0.13483997249264842,0.0,0.0,0.3481553119113957,0.0,0.0,0.4139186771923578,0.4767312946227962,0.26111648393354675,0.0,0.13483997249264842
9,0.1259881576697424,0.1259881576697424,0.0,0.0,0.0,0.0,0.09622504486493763,0.0,0.0,0.0,0.0,0.09622504486493763,0.30151134457776363,0.0
