de.fr,1,2,3,4
1,0.0,0.0,0.0,0.13043478260869565
2,0.047619047619047616,0.0,0.0,0.05263157894736842
3,0.09090909090909091,0.0,0.0,0.1
4,0.037037037037037035,0.0,0.05263157894736842,0.04
5,0.037037037037037035,0.03333333333333333,0.0,0.08333333333333333
6,0.1111111111111111,0.045454545454545456,0.09090909090909091,0.058823529411764705
7,0.14285714285714285,0.08,0.0,0.375
