de.fr,1,2,3,4
1,0.0,0.0,0.0,0.2100420126042015
2,0.08058229640253803,0.0,0.0,0.08703882797784893
3,0.1690308509457033,0.0,0.0,0.18257418583505536
4,0.05976143046671968,0.0,0.09128709291752768,0.12909944487358055
5,0.06482037235521644,0.05423261445466404,0.0,0.2100420126042015
6,0.2182178902359924,0.09128709291752768,0.16666666666666669,0.11785113019775793
7,0.253546276418555,0.21213203435596423,0.0,0.5477225575051661
