it.en,1,2,3,4
1,0.24618298195866545,0.10341753799900383,0.0,0.11826247919781652
2,0.0,0.0,0.0,0.22237479499833038
3,0.0,0.0,0.0,0.056613851707229795
4,0.18057877962865385,0.0,0.0,0.057831493196624034
5,0.19802950859533489,0.24956709924231088,0.06063390625908324,0.047565149415449405
6,0.19364916731037085,0.10846522890932808,0.07905694150420949,0.062017367294604234
