fr.en,1,2,3,4,5,6
1,0.0,0.0,0.0,0.0,0.0,0.0
2,0.55745196041636,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.8944271909999159,0.0,0.0,0.0
4,0.0,0.0,0.0,0.5407380704358752,0.0,0.0
5,0.0,0.0,0.0,0.0,0.5128225940683707,0.0
6,0.0,0.0,0.0,0.0,0.0,0.6917144638660746
