fr.en,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,0.21428571428571427,0.07692307692307693,0.10344827586206896,0.08,0.03225806451612903,0.037037037037037035,0.0,0.030303030303030304,0.027777777777777776,0.06451612903225806,0.07407407407407407,0.10869565217391304,0.075,0.03333333333333333,0.09090909090909091,0.02857142857142857,0.02857142857142857,0.0,0.03571428571428571
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.19047619047619047,0.11764705882352941,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.030303030303030304,0.0,0.05405405405405406,0.0,0.0,0.0,0.0
4,0.07317073170731707,0.05555555555555555,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03389830508474576,0.019230769230769232,0.025,0.03571428571428571,0.0,0.0,0.02702702702702703,0.0
5,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.023809523809523808,0.0,0.0,0.02564102564102564,0.037037037037037035,0.0,0.0,0.01282051282051282
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.0
7,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.12,0.06666666666666667,0.1,0.10526315789473684,0.0,0.0,0.014084507042253521
8,0.038461538461538464,0.0,0.0,0.0,0.0,0.10526315789473684,0.0,0.0,0.15384615384615385,0.0,0.0,0.0,0.125,0.043478260869565216,0.07894736842105263,0.07407407407407407,0.0,0.0,0.012658227848101266
9,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.12,0.23076923076923078,0.06451612903225806,0.05,0.0,0.0,0.014084507042253521
10,0.041666666666666664,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.3333333333333333,0.09090909090909091,0.05263157894736842,0.024390243902439025,0.13333333333333333,0.047619047619047616,0.05405405405405406,0.038461538461538464,0.0,0.0,0.0684931506849315
11,0.043478260869565216,0.0,0.047619047619047616,0.0625,0.047619047619047616,0.058823529411764705,0.0,0.043478260869565216,0.08,0.9166666666666666,0.26666666666666666,0.07894736842105263,0.06451612903225806,0.0,0.02702702702702703,0.0,0.0,0.0,0.02666666666666667
12,0.05555555555555555,0.0,0.0625,0.09090909090909091,0.0625,0.08333333333333333,0.0,0.05555555555555555,0.047619047619047616,0.2857142857142857,1.0,0.125,0.07692307692307693,0.0,0.03125,0.0,0.0,0.0,0.02857142857142857
13,0.08,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.15789473684210525,0.4666666666666667,0.2,0.0,0.05128205128205128,0.0,0.0,0.0,0.02564102564102564
14,0.09523809523809523,0.0625,0.0,0.0,0.0,0.0625,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.03225806451612903,0.0,0.027777777777777776,0.0,0.0,0.13333333333333333,0.0
