de.fr,1,2,3,4,5,6,7,8,9,10,11,12
1,0.3125,0.16666666666666666,0.09523809523809523,0.0,0.030303030303030304,0.0967741935483871,0.0,0.08333333333333333,0.08571428571428572,0.08333333333333333,0.06976744186046512,0.0
2,0.02564102564102564,0.04,0.1,0.05263157894736842,0.03225806451612903,0.03225806451612903,0.0,0.027777777777777776,0.02857142857142857,0.0,0.0,0.047619047619047616
3,0.1875,0.0,0.07692307692307693,0.0,0.07142857142857142,0.07142857142857142,0.0,0.029411764705882353,0.0,0.0,0.07692307692307693,0.0
4,0.075,0.07407407407407407,0.06818181818181818,0.045454545454545456,0.029411764705882353,0.029411764705882353,0.04,0.05263157894736842,0.05405405405405406,0.038461538461538464,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.05263157894736842,0.08333333333333333,0.15789473684210525,0.0,0.03225806451612903,0.03225806451612903,0.045454545454545456,0.027777777777777776,0.058823529411764705,0.043478260869565216,0.023255813953488372,0.047619047619047616
8,0.045454545454545456,0.03225806451612903,0.041666666666666664,0.0,0.02702702702702703,0.0,0.03571428571428571,0.0,0.024390243902439025,0.034482758620689655,0.02040816326530612,0.0
9,0.10204081632653061,0.08108108108108109,0.11538461538461539,0.0,0.045454545454545456,0.06976744186046512,0.0,0.04081632653061224,0.041666666666666664,0.05555555555555555,0.05454545454545454,0.0
10,0.02702702702702703,0.043478260869565216,0.024390243902439025,0.0,0.0,0.034482758620689655,0.0,0.029411764705882353,0.030303030303030304,0.0,0.0,0.0
11,0.06818181818181818,0.03125,0.0625,0.0,0.0,0.05405405405405406,0.034482758620689655,0.023255813953488372,0.023809523809523808,0.03333333333333333,0.0851063829787234,0.0
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0.02631578947368421,0.041666666666666664,0.023809523809523808,0.0,0.0,0.0,0.0,0.02857142857142857,0.029411764705882353,0.0,0.023809523809523808,0.0
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,0.05263157894736842,0.0,0.047619047619047616,0.0,0.0,0.06666666666666667,0.045454545454545456,0.027777777777777776,0.0,0.0,0.07317073170731707,0.0
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,0.1111111111111111,0.08333333333333333,0.07317073170731707,0.0,0.0,0.10344827586206896,0.0,0.08823529411764706,0.058823529411764705,0.0,0.07317073170731707,0.0
21,0.0,0.0,0.023809523809523808,0.0,0.03333333333333333,0.03333333333333333,0.0,0.0,0.0,0.0,0.023809523809523808,0.0
