de.fr,1,2,3,4,5,6,7,8,9,10,11,12
22,0.05660377358490566,0.05,0.1111111111111111,0.0,0.02127659574468085,0.06666666666666667,0.0,0.0392156862745098,0.04,0.05263157894736842,0.034482758620689655,0.0
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029411764705882353,0.0
24,0.10256410256410256,0.07407407407407407,0.06818181818181818,0.0,0.0,0.06060606060606061,0.04,0.02564102564102564,0.02631578947368421,0.08,0.09302325581395349,0.0
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,0.05555555555555555,0.0,0.05,0.0,0.0,0.07142857142857142,0.05,0.029411764705882353,0.0,0.0,0.07692307692307693,0.0
27,0.022222222222222223,0.0,0.0,0.0,0.02702702702702703,0.0,0.03571428571428571,0.0,0.0,0.0,0.0,0.0
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,0.03333333333333333,0.0625,0.06060606060606061,0.0,0.045454545454545456,0.045454545454545456,0.0,0.037037037037037035,0.038461538461538464,0.0,0.0,0.0
32,0.06521739130434782,0.0,0.0392156862745098,0.03571428571428571,0.05128205128205128,0.025,0.0,0.022222222222222223,0.0,0.0,0.019230769230769232,0.0
33,0.0967741935483871,0.0,0.15151515151515152,0.0,0.04,0.08333333333333333,0.0,0.03333333333333333,0.0,0.0,0.05555555555555555,0.0
34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,0.10526315789473684,0.037037037037037035,0.09523809523809523,0.047619047619047616,0.030303030303030304,0.0967741935483871,0.041666666666666664,0.02631578947368421,0.0,0.0,0.045454545454545456,0.0
36,0.027777777777777776,0.0,0.0,0.0625,0.07407407407407407,0.11538461538461539,0.0,0.0,0.03125,0.0,0.0,0.0
37,0.0,0.0,0.0,0.1,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0
38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,0.075,0.03571428571428571,0.09302325581395349,0.0,0.029411764705882353,0.09375,0.0,0.05263157894736842,0.02631578947368421,0.0,0.044444444444444446,0.0
40,0.0,0.0,0.021739130434782608,0.0,0.06060606060606061,0.0,0.0,0.0,0.0,0.0,0.021739130434782608,0.0
41,0.0,0.0,0.022222222222222223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,0.09090909090909091
42,0.03278688524590164,0.020833333333333332,0.046875,0.023809523809523808,0.0,0.018518518518518517,0.0,0.034482758620689655,0.03508771929824561,0.0,0.0,0.022727272727272728
43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,0.02631578947368421,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.0
46,0.02631578947368421,0.041666666666666664,0.023809523809523808,0.0,0.0,0.03333333333333333,0.0,0.02857142857142857,0.029411764705882353,0.0,0.0,0.0
47,0.02857142857142857,0.0,0.0,0.0,0.037037037037037035,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0
48,0.023809523809523808,0.03571428571428571,0.044444444444444446,0.0,0.0,0.029411764705882353,0.0,0.02564102564102564,0.05405405405405406,0.0,0.0,0.041666666666666664
49,0.0,0.027777777777777776,0.018518518518518517,0.03333333333333333,0.0,0.0,0.0,0.0,0.021739130434782608,0.0,0.057692307692307696,0.03125
50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.0,0.0
52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,0.08823529411764706,0.045454545454545456,0.10810810810810811,0.0,0.0,0.11538461538461539,0.0,0.13333333333333333,0.03125,0.0,0.05128205128205128,0.0
58,0.02702702702702703,0.0,0.0,0.0,0.034482758620689655,0.0,0.05,0.029411764705882353,0.030303030303030304,0.0,0.0,0.0
59,0.06,0.02631578947368421,0.03636363636363636,0.0,0.022727272727272728,0.046511627906976744,0.02857142857142857,0.1111111111111111,0.0425531914893617,0.0,0.017857142857142856,0.0
60,0.12121212121212122,0.045454545454545456,0.025,0.0,0.03571428571428571,0.03571428571428571,0.05263157894736842,0.0967741935483871,0.06451612903225806,0.0,0.0,0.0
61,0.030303030303030304,0.05263157894736842,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.034482758620689655,0.058823529411764705,0.0,0.0
62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
