de.it,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
1,0.44320263021395917,0.0,0.14285714285714285,0.305441419328485,0.0,0.0545544725589981,0.3273268353539886,0.30304576336566325,0.0,0.1091089451179962,0.0,0.3818017741606063,0.0,0.07715167498104597,0.0,0.0,0.0,0.0,0.3086066999241839,0.05572782125753529,0.17496355305594133,0.0,0.0,0.0,0.0,0.05572782125753529,0.0,0.11952286093343936,0.0,0.0,0.0944911182523068,0.06482037235521644,0.0,0.0,0.12598815766974242,0.11952286093343936,0.13801311186847084,0.0,0.061313933948496574,0.20203050891044214,0.13957263155977062,0.10101525445522107,0.0,0.1690308509457033
2,0.22613350843332272,0.0,0.0,0.0,0.0,0.10206207261596577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08703882797784893,0.0,0.0,0.15811388300841897
3,0.08362420100070908,0.0,0.0,0.2377286555250982,0.0,0.056613851707229795,0.11322770341445959,0.10482848367219183,0.04688072309384954,0.0,0.0,0.15848577035006547,0.0,0.0,0.12403473458920847,0.06362847629757777,0.15724272550828775,0.0,0.16012815380508716,0.057831493196624034,0.12104550653376049,0.0,0.0,0.0,0.0,0.0,0.0,0.12403473458920847,0.0,0.0,0.09805806756909201,0.06726727939963126,0.0,0.08770580193070293,0.0,0.0,0.1432229748078866,0.0,0.0,0.10482848367219183,0.0,0.0,0.10482848367219183,0.0
4,0.0,0.0,0.0,0.09523809523809523,0.0,0.0,0.0,0.0,0.0563436169819011,0.13608276348795434,0.0,0.047619047619047616,0.08084520834544433,0.0,0.0,0.07647191129018724,0.1259881576697424,0.10050378152592121,0.0,0.0,0.21821789023599236,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.14907119849998599,0.0,0.0,0.2357022603955158,0.08084520834544433,0.1259881576697424,0.0,0.15713484026367722,0.14907119849998599,0.08606629658238703,0.09245003270420486,0.07647191129018724,0.1259881576697424,0.11605177063713189,0.0,0.0,0.10540925533894598
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05345224838248487,0.0,0.0,0.04517539514526256,0.0,0.0,0.0,0.0,0.05976143046671968,0.0,0.0,0.0659380473395787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2581988897471611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2581988897471611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2182178902359924,0.0,0.2182178902359924,0.2182178902359924,0.18257418583505536
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11145564251507058,0.24174688920761409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06299407883487121,0.0,0.0,0.07412493166611013,0.2452557357939863,0.10101525445522107,0.046524210519923545,0.0,0.0,0.0
