it.en,1,2,3,4,5,6,7,8,9,10,11,12
1,0.0,0.0,0.0,0.09938079899999065,0.2581988897471611,0.14907119849998599,0.0975900072948533,0.0,0.04879500364742665,0.0,0.0,0.0
2,0.0,0.0,0.0,0.3928371006591931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.5000000000000001,0.0,0.0445435403187374,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.17149858514250882,0.35007002100700246,0.12126781251816648,0.04667600280093366,0.0,0.0700140042014005,0.0,0.14969623771302396,0.0,0.0,0.04950737714883372,0.0
7,0.0,0.0,0.11180339887498948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.05976143046671968,0.0,0.3380617018914066,0.03253000243161777,0.0,0.048795003647426664,0.06388765649999399,0.20865621238292043,0.19166296949998196,0.09035079029052513,0.10350983390135314,0.0
9,0.1178511301977579,0.0,0.0,0.06415002990995841,0.0,0.19245008972987526,0.0,0.3600411499115478,0.0629940788348712,0.0,0.06804138174397717,0.0
10,0.25724787771376323,0.0,0.06063390625908324,0.09335200560186732,0.0,0.0700140042014005,0.0,0.14969623771302396,0.0,0.0,0.34655164004183603,0.10846522890932808
11,0.21320071635561041,0.0,0.07537783614444091,0.058025885318565944,0.0,0.0,0.0,0.0,0.0,0.0,0.061545745489666376,0.0
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
