fr.en,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
1,0.8295150620062532,0.38575837490522974,0.38575837490522974,0.0,0.0,0.0,0.0,0.0,0.2057377999494559,0.0,0.15194743527951726,0.0,0.0,0.5520524474738834,0.05292561240249631,0.0,0.35634832254989923,0.5773502691896257
2,0.3499999999999999,0.7510409442899901,0.11858541225631422,0.0,0.0,0.0,0.0,0.0,0.05270462766947299,0.0,0.19462473604038075,0.0,0.0,0.21213203435596423,0.10846522890932808,0.0,0.27386127875258304,0.16903085094570328
3,0.4880935300919764,0.08574929257125442,0.5573704017131537,0.0,0.0,0.0,0.0,0.0,0.3429971702850177,0.0,0.25332019855244947,0.0,0.0,0.3834824944236852,0.0,0.0,0.19802950859533489,0.4583492485141056
4,0.0,0.05892556509887897,0.35355339059327373,0.0,0.0,0.0,0.0,0.07453559924999299,0.31426968052735443,0.053376051268362375,0.058025885318565944,0.0,0.0,0.0,0.08084520834544433,0.0,0.0,0.0
5,0.0,0.051031036307982884,0.20412414523193148,0.0,0.0,0.0,0.0,0.06454972243679027,0.20412414523193154,0.09245003270420486,0.10050378152592121,0.0,0.0,0.0,0.0700140042014005,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.5773502691896258,0.0,0.0,0.0,0.0,0.0,0.0,0.5773502691896258,0.0,0.0,0.0,0.0,0.0
7,0.07453559924999299,0.17677669529663687,0.29462782549439476,0.0,0.0,0.0,0.13333333333333333,0.0,0.5499719409228703,0.053376051268362375,0.11605177063713189,0.0,0.0,0.0,0.0,0.0,0.06804138174397717,0.0
8,0.15811388300841897,0.0,0.125,0.1924500897298753,0.6537204504606136,0.2721655269759087,0.047140452079103175,0.05270462766947299,0.11111111111111113,0.0,0.08206099398622183,0.1143323900950059,0.2721655269759087,0.14907119849998599,0.0,0.0,0.09622504486493764,0.1781741612749496
9,0.0,0.0,0.0,0.0,0.0,0.0,0.5047146145152358,0.3077935056255462,0.16222142113076254,0.33062326126679026,0.07987230638308716,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.05103103630798287,0.0,0.08006407690254358,0.0,0.17320508075688776,0.5809475019311126,0.0,0.36980013081681945,0.20100756305184242,0.0,0.0,0.0,0.0700140042014005,0.09128709291752768,0.0,0.0
11,0.0,0.0,0.14433756729740646,0.0,0.0,0.0,0.24494897427831783,0.5477225575051661,0.09622504486493764,0.3922322702763681,0.1421338109037403,0.0,0.0,0.0,0.09901475429766744,0.12909944487358058,0.0,0.0
12,0.25354627641855493,0.0,0.40089186286863654,0.0,0.0,0.0,0.0,0.08451542547285164,0.44543540318737396,0.12104550653376046,0.2631806779839076,0.09166984970282112,0.0,0.23904572186687872,0.09166984970282112,0.11952286093343936,0.1543033499620919,0.2857142857142857
13,0.0,0.0,0.06904309634237425,0.0,0.0,0.0,0.23434003976548295,0.4948891332786447,0.06137164119322157,0.6254072988376248,0.24929278500463514,0.0,0.0,0.0,0.06315089779506726,0.12350804543889274,0.0,0.0
14,0.47336463120312866,0.23814483610392012,0.2721655269759086,0.0,0.0,0.0,0.0,0.0,0.22680460581325723,0.0,0.4355163866123252,0.18670401120373464,0.0,0.42600643361512913,0.04667600280093366,0.0,0.19641855032959654,0.5091750772173156
15,0.05773502691896257,0.04564354645876384,0.0,0.0,0.0,0.0,0.051639777949432225,0.11547005383792514,0.0,0.0826898230594723,0.08989331499509895,0.0,0.0,0.0,0.8140915784106942,0.0,0.10540925533894598,0.0
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06741998624632421,0.0,0.09656090991705352,0.0,0.0,0.0,0.0,0.0,0.38138503569823695,0.0,0.0
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,0.29999999999999993,0.15811388300841897,0.11858541225631422,0.0,0.0,0.0,0.0,0.0,0.10540925533894598,0.0,0.0778498944161523,0.0,0.0,0.28284271247461895,0.10846522890932808,0.0,0.8215838362577491,0.16903085094570328
19,0.5070925528371099,0.1336306209562122,0.26726124191242434,0.0,0.0,0.0,0.0,0.0,0.1781741612749496,0.0,0.2631806779839076,0.0,0.0,0.35856858280031806,0.0,0.0,0.1543033499620919,0.857142857142857
20,0.0,0.0,0.0,0.0,0.0,0.5773502691896258,0.0,0.0,0.0,0.0,0.0,0.0,0.5773502691896258,0.0,0.0,0.0,0.0,0.0
