de.it,1,2,3
1,0.0,0.0,0.0
2,0.07548513560963972,0.0,0.0
3,0.0,0.08058229640253803,0.0
4,0.0,0.2727272727272727,0.0
5,0.0,0.0,0.0
6,0.0,0.0,0.0
7,0.0,0.0,0.0
8,0.0,0.0,0.0
9,0.0,0.0,0.0
10,0.0,0.0,0.0
11,0.0,0.0,0.0
