de.fr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
1,0.0,0.07453559924999299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13245323570650439,0.20412414523193148,0.2581988897471611,0.10540925533894598,0.0,0.0,0.0
3,0.0,0.2357022603955158,0.0,0.10206207261596574,0.12499999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06804138174397716,0.0,0.08111071056538126,0.0,0.0,0.12909944487358055,0.0,0.0,0.0
4,0.0,0.24056261216234406,0.0,0.16666666666666669,0.10206207261596574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.06622661785325219,0.0,0.0,0.05270462766947299,0.12909944487358055,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.08058229640253803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14547859349066158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.1178511301977579,0.05555555555555555,0.0,0.0,0.0,0.07106690545187015,0.0,0.0,0.0,0.0,0.07856742013183861,0.0,0.06804138174397717,0.0,0.06415002990995841,0.0,0.0,0.0,0.0,0.06085806194501846,0.0,0.0,0.0
7,0.10206207261596574,0.048112522432468816,0.08703882797784893,0.25000000000000006,0.30618621784789724,0.06154574548966636,0.12909944487358055,0.0,0.0,0.0,0.06804138174397717,0.2182178902359924,0.05892556509887897,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.15811388300841897,0.2581988897471611,0.0,0.0
8,0.0,0.1889822365046136,0.0,0.1091089451179962,0.26726124191242434,0.3223291856101521,0.0,0.18333969940564224,0.35856858280031806,0.0,0.0,0.0,0.0,0.0,0.363696483726654,0.0,0.26013299085723596,0.0,0.0,0.34503277967117707,0.0,0.26726124191242434,0.0
9,0.1178511301977579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07856742013183861,0.0,0.13608276348795434,0.0890870806374748,0.0,0.3849001794597505,0.0,0.0,0.0,0.06085806194501846,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,0.0,0.17407765595569785,0.5477225575051661,0.09901475429766744,0.12909944487358058,0.6804138174397718,0.0,0.0,0.0,0.0,0.07856742013183861,0.0,0.0936585811581694,0.0,0.0,0.223606797749979,0.0,0.14433756729740646,0.0
11,0.0,0.0,0.0,0.0,0.0,0.12309149097933272,0.0,0.0,0.0,0.3849001794597505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.0,0.04622501635210243,0.08362420100070908,0.08006407690254358,0.0,0.05913123959890826,0.24806946917841693,0.0,0.0,0.09245003270420486,0.3268602252303068,0.10482848367219183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10127393670836667,0.12403473458920847,0.0,0.0
13,0.0,0.0,0.0,0.14433756729740646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5669467095138409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0.0,0.10050378152592121,0.2727272727272727,0.17407765595569785,0.0,0.06428243465332249,0.26967994498529685,0.0,0.0,0.0,0.1421338109037403,0.11396057645963795,0.061545745489666376,0.0,0.0,0.0,0.0,0.0,0.0,0.11009637651263607,0.13483997249264842,0.0,0.0
15,0.0,0.0,0.0,0.16666666666666669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2182178902359924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,0.0,0.0,0.0,0.0,0.0,0.1507556722888818,0.0,0.08574929257125441,0.11180339887498948,0.0,0.0,0.0,0.0,0.0,0.06804138174397716,0.0,0.32444284226152503,0.0,0.0,0.19364916731037085,0.0,0.12499999999999997,0.0
17,0.0,0.0,0.0,0.0,0.0,0.16116459280507606,0.33806170189140655,0.09166984970282112,0.11952286093343936,0.3779644730092272,0.0,0.0,0.0,0.0,0.07273929674533079,0.0,0.08671099695241198,0.5345224838248487,0.0,0.20701966780270625,0.0,0.13363062095621217,0.0
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08671099695241198,0.0,0.0,0.0,0.0,0.0,0.0
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09901475429766744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43301270189221935,0.18257418583505536,0.0,0.0,0.0,0.0
20,0.06933752452815364,0.06537204504606135,0.11826247919781652,0.16984155512168939,0.0,0.2508726030021272,0.17541160386140586,0.09513029883089882,0.1860521018838127,0.0,0.09245003270420486,0.22237479499833035,0.04003203845127179,0.052414241836095915,0.15097027121927944,0.0,0.22496063533292376,0.0,0.17541160386140586,0.5012804118276031,0.17541160386140586,0.1386750490563073,0.0
