de.it,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
1,0.0,0.14142135623730948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666669,0.0,0.0,0.0
3,0.0,0.11180339887498948,0.12499999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05812381937190964,0.10206207261596574,0.0,0.14744195615489714,0.09805806756909201,0.0
4,0.0,0.0,0.40824829046386296,0.0,0.08333333333333334,0.0,0.0,0.0,0.0,0.0,0.0949157995752499,0.08333333333333334,0.0,0.06019292654288461,0.08006407690254358,0.0
5,0.1543033499620919,0.0,0.13363062095621217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.13608276348795434,0.0,0.0,0.0,0.0,0.0,0.08084520834544433,0.0,0.0,0.05802588531856594,0.0547996624351191,0.0,0.0,0.06950480468569159,0.0,0.0
7,0.23570226039551587,0.0,0.10206207261596574,0.2182178902359924,0.16666666666666669,0.2182178902359924,0.0,0.12038585308576923,0.10206207261596574,0.1005037815259212,0.04745789978762495,0.0,0.0,0.18057877962865385,0.08006407690254358,0.0
8,0.1543033499620919,0.0,0.13363062095621217,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.24854790640048002,0.3273268353539886,0.0,0.15762208124782012,0.3144854510165755,0.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05802588531856594,0.1095993248702382,0.0,0.0,0.06950480468569159,0.0,0.0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42562826537937437,0.0,0.0,0.06711560552140244,0.11785113019775793,0.0,0.08512565307587487,0.11322770341445959,0.0
11,0.0,0.0,0.0,0.0,0.0,0.0,0.140028008402801,0.24077170617153845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.11322770341445959,0.0,0.09805806756909201,0.10482848367219183,0.08006407690254358,0.0,0.0,0.4626519455729923,0.0,0.04828045495852676,0.0,0.0,0.0,0.11566298639324807,0.0,0.0
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5303300858899106,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0.12309149097933275,0.0,0.21320071635561041,0.11396057645963795,0.08703882797784893,0.0,0.0,0.18860838403857946,0.0,0.15745916432444337,0.09913631941932195,0.0,0.0,0.12573892269238632,0.0,0.0
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40824829046386296,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11624763874381928,0.40824829046386296,0.0,0.07372097807744857,0.09805806756909201,0.0
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23643312187173018,0.0,0.0,0.062136976600120006,0.1091089451179962,0.3273268353539886,0.07881104062391006,0.10482848367219183,0.0
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1091089451179962,0.0,0.0,0.0,0.0
19,0.0,0.0,0.0,0.0,0.0,0.0,0.09901475429766744,0.0,0.0,0.0,0.0,0.0,0.47140452079103173,0.0,0.0,0.0
20,0.24019223070763074,0.0,0.1386750490563073,0.14824986333222023,0.11322770341445959,0.0,0.0,0.16357216402190616,0.06933752452815364,0.10241831129983782,0.1289651760438322,0.22645540682891918,0.11322770341445959,0.44982345106024196,0.10878565864408424,0.0
