de.it,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
1,0.16129032258064516,0.05,0.030303030303030304,0.043478260869565216,0.0,0.05263157894736842,0.05,0.0625,0.041666666666666664,0.0,0.0,0.12,0.11764705882352941,0.0,0.05,0.07407407407407407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06896551724137931,0.030303030303030304,0.08,0.0,0.07317073170731707,0.08695652173913043,0.0,0.034482758620689655,0.07142857142857142,0.047619047619047616,0.09090909090909091,0.06818181818181818
2,0.0,0.23076923076923078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.03571428571428571,0.0,0.0,0.02631578947368421,0.0,0.0,0.041666666666666664,0.0,0.0625,0.0,0.024390243902439025
3,0.021739130434782608,0.0,0.21621621621621623,0.0,0.0,0.0,0.0,0.0,0.0,0.03125,0.0,0.02631578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02857142857142857,0.03333333333333333,0.0,0.0,0.0,0.0,0.0
4,0.09375,0.0,0.0,0.045454545454545456,0.0,0.0,0.025,0.0,0.043478260869565216,0.05,0.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021739130434782608,0.022222222222222223
5,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.29411764705882354,0.1,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.024390243902439025,0.0,0.0,0.07142857142857142,0.30434782608695654,0.0,0.02127659574468085,0.0,0.0,0.0,0.047619047619047616,0.0625,0.041666666666666664,0.0,0.0,0.029411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.0,0.03125,0.0,0.02040816326530612,0.03333333333333333,0.0,0.0,0.05,0.0,0.018867924528301886,0.019230769230769232
9,0.02631578947368421,0.0,0.027777777777777776,0.0,0.0,0.2777777777777778,0.0,0.0,0.037037037037037035,0.0,0.0,0.0,0.047619047619047616,0.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.0,0.027777777777777776,0.07142857142857142,0.0,0.021739130434782608,0.0,0.0,0.0,0.058823529411764705,0.041666666666666664,0.0,0.02040816326530612
10,0.07272727272727272,0.0,0.017857142857142856,0.044444444444444446,0.0,0.023809523809523808,0.32653061224489793,0.08108108108108109,0.2,0.125,0.0,0.04081632653061224,0.024390243902439025,0.0,0.023255813953488372,0.0196078431372549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018867924528301886,0.017857142857142856,0.041666666666666664,0.0,0.015151515151515152,0.043478260869565216,0.0,0.019230769230769232,0.02702702702702703,0.0,0.04411764705882353,0.014492753623188406
11,0.030303030303030304,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.25,0.045454545454545456,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.05128205128205128,0.0,0.0,0.03571428571428571,0.0,0.0,0.14634146341463414,0.1,0.5,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0.027777777777777776,0.0,0.0,0.041666666666666664,0.0,0.0,0.04878048780487805,0.058823529411764705,0.08333333333333333,0.2777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0.0,0.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.03333333333333333,0.0,0.0,0.05555555555555555,0.05555555555555555,0.0,0.05714285714285714,0.0,0.0,0.0,0.1,0.045454545454545456,0.07692307692307693,0.0,0.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.047619047619047616,0.0,0.02631578947368421,0.05263157894736842,0.0,0.0,0.1111111111111111,0.0,0.04878048780487805,0.024390243902439025
16,0.05555555555555555,0.0,0.02857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.03333333333333333,0.05,0.0,0.0,0.0,0.043478260869565216,0.0,0.0,0.0,0.09090909090909091,0.03571428571428571,0.0,0.022222222222222223,0.038461538461538464,0.0,0.06666666666666667,0.0,0.0,0.02040816326530612,0.0
17,0.05128205128205128,0.0,0.0,0.03571428571428571,0.0,0.0,0.044444444444444446,0.0,0.0,0.0,0.0,0.2692307692307692,0.043478260869565216,0.08333333333333333,0.0,0.0625,0.0,0.0,0.0,0.0,0.038461538461538464,0.0,0.0,0.02857142857142857,0.0,0.03225806451612903,0.0,0.020833333333333332,0.07142857142857142,0.0,0.0,0.05263157894736842,0.0,0.0392156862745098,0.04
