de.fr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08703882797784893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14433756729740646,0.0,0.0,0.0,0.0700140042014005,0.0,0.0,0.0,0.0,0.0
22,0.29999999999999993,0.10540925533894598,0.0,0.15811388300841897,0.11547005383792514,0.0,0.22360679774997896,0.11180339887498948,0.0,0.11180339887498948,0.0,0.0,0.0,0.0,0.14142135623730948,0.0,0.14142135623730948,0.11952286093343936,0.0,0.0,0.17541160386140586,0.0,0.09534625892455921,0.0,0.0,0.11547005383792514,0.17213259316477406,0.22360679774997896,0.11547005383792514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21693045781865616,0.0,0.0,0.20225995873897262,0.20225995873897262,0.0,0.13483997249264842,0.12909944487358055,0.0,0.14142135623730948,0.14142135623730948,0.11547005383792514,0.2581988897471611,0.21693045781865616,0.14907119849998599,0.27386127875258304,0.21693045781865616,0.0,0.0,0.0,0.08944271909999159,0.13483997249264842,0.0,0.11180339887498948,0.08944271909999159,0.1264911064067352,0.2300894966542111,0.0,0.12909944487358055,0.14142135623730948,0.2267786838055363,0.0
23,0.20412414523193148,0.04303314829119352,0.0,0.12909944487358055,0.04714045207910317,0.0,0.13693063937629152,0.04564354645876384,0.048795003647426664,0.13693063937629152,0.0408248290463863,0.0,0.04564354645876384,0.0,0.11547005383792514,0.0,0.11547005383792514,0.14638501094227999,0.0,0.13801311186847084,0.1432229748078866,0.0,0.11677484162422844,0.0,0.0,0.0,0.10540925533894598,0.09128709291752768,0.1414213562373095,0.0,0.0,0.0,0.0,0.0,0.0,0.055048188256318034,0.03450327796711771,0.0,0.0,0.17712297710801905,0.07453559924999299,0.0,0.11009637651263607,0.13762047064079508,0.0,0.11009637651263607,0.10540925533894598,0.11677484162422844,0.11547005383792514,0.11547005383792514,0.1414213562373095,0.26352313834736496,0.22140372138502384,0.12171612389003691,0.223606797749979,0.17712297710801905,0.055048188256318034,0.0,0.0,0.07302967433402215,0.11009637651263607,0.0,0.09128709291752768,0.10954451150103321,0.10327955589886445,0.15655607277128736,0.0,0.21081851067789195,0.11547005383792514,0.15430334996209188,0.0741503997760065
24,0.22360679774997896,0.11785113019775793,0.0,0.0,0.12909944487358055,0.0,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19245008972987526,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07537783614444091,0.0,0.0,0.0,0.0,0.0,0.0,0.12909944487358055,0.14433756729740646,0.12126781251816648,0.0,0.10206207261596577,0.12126781251816648,0.0,0.0,0.0,0.0,0.0,0.17677669529663687,0.0,0.0,0.0,0.0,0.0,0.14433756729740646,0.0,0.1690308509457033,0.0
25,0.16903085094570328,0.0890870806374748,0.0,0.0,0.0975900072948533,0.0,0.0944911182523068,0.0944911182523068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0975900072948533,0.07273929674533079,0.1889822365046136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11396057645963795,0.05698028822981897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1091089451179962,0.09166984970282112,0.0,0.07715167498104596,0.09166984970282112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06482037235521643,0.0,0.0,0.0,0.12777531299998798,0.03837647782266683
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1360827634879543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20412414523193148,0.0,0.0,0.0,0.18257418583505533,0.40824829046386296,0.5144957554275265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10000000000000002,0.0,0.0,0.20412414523193148,0.0,0.0,0.0
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10482848367219183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11396057645963795,0.0,0.0,0.0,0.0,0.07715167498104596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12777531299998798,0.0
28,0.15811388300841897,0.08333333333333333,0.0,0.12499999999999997,0.09128709291752767,0.0,0.08838834764831843,0.08838834764831843,0.0944911182523068,0.08838834764831843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06933752452815364,0.22360679774997896,0.0753778361444409,0.12499999999999997,0.09805806756909201,0.0,0.06804138174397716,0.17677669529663687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053300179088902604,0.053300179088902604,0.0,0.10660035817780521,0.0,0.0,0.0,0.0,0.09128709291752767,0.20412414523193148,0.34299717028501764,0.0,0.07216878364870323,0.17149858514250882,0.0,0.0,0.0,0.0,0.10660035817780521,0.0,0.0,0.0,0.0,0.0,0.15811388300841897,0.0,0.0,0.11952286093343936,0.03589790793088692
29,0.22360679774997896,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.1336306209562122,0.375,0.11180339887498948,0.0,0.0,0.0,0.31622776601683794,0.0,0.31622776601683794,0.4008918628686366,0.0,0.1889822365046136,0.4902903378454601,0.15811388300841897,0.31980107453341566,0.0,0.1386750490563073,0.0,0.19245008972987526,0.0,0.2581988897471611,0.0,0.0,0.0,0.0,0.0,0.0,0.15075567228888181,0.0944911182523068,0.0,0.0,0.48507125007266594,0.0,0.0,0.30151134457776363,0.30151134457776363,0.0,0.0,0.2886751345948129,0.0,0.31622776601683794,0.31622776601683794,0.2581988897471611,0.2886751345948129,0.24253562503633297,0.3333333333333333,0.4082482904638631,0.24253562503633297,0.0,0.0,0.0,0.2,0.30151134457776363,0.0,0.25,0.3,0.28284271247461906,0.34299717028501764,0.0,0.2886751345948129,0.31622776601683794,0.1690308509457033,0.05076730825668097
30,0.38890872965260115,0.11180339887498951,0.0,0.11180339887498948,0.2041241452319315,0.0,0.31622776601683794,0.15811388300841897,0.08451542547285167,0.19764235376052372,0.07071067811865477,0.0,0.0,0.043852900965351466,0.2,0.0,0.15,0.16903085094570333,0.0,0.11952286093343936,0.279078152825719,0.0,0.13483997249264842,0.0,0.043852900965351466,0.040824829046386304,0.21300321680756462,0.23717082451262847,0.16329931618554522,0.0,0.0,0.0,0.0,0.0,0.0,0.09534625892455925,0.08964214570007951,0.0,0.0,0.23008949665421113,0.0,0.0,0.16685595311797868,0.23836564731139812,0.0,0.09534625892455925,0.13693063937629155,0.0,0.2,0.2,0.2041241452319315,0.31950482521134693,0.3067859955389482,0.21081851067789195,0.41957319583913694,0.3067859955389482,0.047673129462279626,0.07071067811865477,0.0,0.09486832980505139,0.14301938838683886,0.11180339887498948,0.19764235376052372,0.18973665961010278,0.2012461179749811,0.21693045781865616,0.0,0.18257418583505539,0.15,0.2672612419124244,0.016054032476698395
31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,0.0,0.03681050869161552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24693239916239745,0.04173919355648412,0.047088160934801115,0.059028133610095526,0.06125638918316889,0.0,0.0665927158212027,0.0,0.043314808182421005,0.0403238919272756,0.03005565448891441,0.0,0.0,0.0,0.0,0.0,0.05205792062953537,0.0,0.0,0.0,0.029514066805047763,0.0,0.0,0.0,0.0,0.0,0.023544080467400558,0.023544080467400558,0.0,0.14126448280440335,0.1352504452001149,0.03329635791060135,0.09877295966495898,0.0,0.0,0.04508348173337163,0.03787770095392851,0.05205792062953537,0.0,0.0,0.047088160934801115,0.0,0.0,0.03123475237772122,0.0,0.0,0.0,0.0,0.06625891564490793,0.0,0.0,0.04508348173337163,0.0,0.0,0.047571129068426164
33,0.15811388300841897,0.08333333333333333,0.0,0.0,0.18257418583505533,0.0,0.08838834764831843,0.17677669529663687,0.0,0.0,0.07905694150420949,0.0,0.0,0.0,0.0,0.0,0.11180339887498948,0.0,0.10660035817780521,0.0,0.0,0.11180339887498948,0.0,0.0,0.0,0.0,0.1360827634879543,0.17677669529663687,0.0,0.0,0.0,0.0,0.1178511301977579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053300179088902604,0.0,0.0,0.0,0.0,0.11180339887498948,0.0,0.09128709291752767,0.10206207261596574,0.17149858514250882,0.0,0.07216878364870323,0.17149858514250882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07071067811865475,0.15000000000000002,0.0,0.0,0.10206207261596574,0.0,0.11952286093343936,0.0
34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
