de.en,1,2,3,4,5,6,7,8,9,10,11
1,0.29346959282671103,0.22941573387056174,0.6069769786668838,0.2204155075111935,0.0,0.22629428592141426,0.0,0.0,0.0,0.15511334686589623,0.0
2,0.0,0.0,0.0,0.32025630761017426,0.0,0.0,0.0,0.0,0.0,0.042257712736425826,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.22019275302527208,0.2581988897471611,0.0975900072948533,0.0826898230594723,0.09128709291752767,0.1273429079934027,0.0,0.0,0.0,0.13093073414159542,0.0
5,0.0,0.0,0.1951800145897066,0.04134491152973615,0.0,0.0,0.0,0.0,0.0778498944161523,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.28603877677367767,0.22360679774997896,0.42257712736425823,0.17902871850985821,0.0,0.22056438662814237,0.0,0.0,0.0,0.15118578920369088,0.0
8,0.49746833816309105,0.16666666666666666,0.3779644730092272,0.1601281538050871,0.0,0.16439898730535732,0.0,0.0,0.0,0.1126872339638022,0.0
9,0.0,0.0,0.0,0.0,0.0,0.045596075258755336,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.1507556722888818,0.17677669529663687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05976143046671968,0.0
13,0.3223291856101521,0.1889822365046136,0.14285714285714285,0.12104550653376046,0.0,0.18641092980036006,0.0,0.0,0.0,0.12777531299998798,0.0
14,0.0,0.0,0.2857142857142857,0.06052275326688023,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.3077287274483318,0.2886751345948129,0.2182178902359924,0.09245003270420486,0.0,0.1423736993628749,0.0,0.0,0.0,0.14638501094227999,0.0
16,0.3111879571320709,0.20851441405707477,0.23643312187173018,0.13355611265883557,0.0,0.20567735105731835,0.0,0.0,0.0,0.1409814753700483,0.0
17,0.0,0.0,0.0,0.06537204504606135,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,0.21320071635561041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,0.07106690545187015,0.0,0.0,0.053376051268362375,0.0,0.054799662435119106,0.0,0.0,0.0,0.0563436169819011,0.0
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,0.0,0.0,0.0,0.0,0.0,0.04109974682633933,0.11180339887498948,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1690308509457033,0.0
27,0.25712973861328997,0.30151134457776363,0.11396057645963795,0.09656090991705352,0.0,0.14870447912898294,0.0,0.0,0.0,0.15289415743128767,0.0
28,0.1928473039599675,0.15075567228888181,0.11396057645963795,0.09656090991705352,0.0,0.19827263883864393,0.0,0.0,0.0,0.10192943828752511,0.0
29,0.0,0.0,0.0,0.06052275326688023,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,0.1333662673423161,0.10425720702853739,0.15762208124782012,0.3338902816470889,0.0,0.10283867552865918,0.0,0.0,0.0,0.07049073768502415,0.0
31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,0.0,0.0,0.0,0.16012815380508713,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,0.0,0.0,0.0,0.0,0.0,0.07352146220938079,0.0,0.0,0.0,0.0,0.0
35,0.28603877677367767,0.22360679774997896,0.16903085094570328,0.14322297480788657,0.0,0.22056438662814237,0.0,0.0,0.0,0.15118578920369088,0.0
36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,0.0,0.0,0.0,0.14322297480788657,0.0,0.14704292441876157,0.0,0.0,0.0,0.07559289460184544,0.0
39,0.0,0.0,0.08451542547285164,0.2506402059138015,0.0,0.03676073110469039,0.0,0.0,0.0,0.0,0.0
40,0.0,0.0,0.0,0.07161148740394328,0.0,0.0,0.0,0.0,0.0,0.07559289460184544,0.0
41,0.0,0.0,0.0,0.16012815380508713,0.0,0.16439898730535732,0.0,0.0,0.0,0.0,0.0
42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,0.0,0.0,0.0,0.0,0.15811388300841897,0.22056438662814237,0.0,0.14907119849998599,0.0,0.0,0.0
44,0.0,0.0,0.0,0.06052275326688023,0.0,0.18641092980036006,0.0,0.0,0.0,0.0,0.0
45,0.0,0.0,0.0,0.0,0.13363062095621217,0.12427395320024004,0.0,0.0,0.0,0.0,0.0
46,0.0,0.0,0.0,0.0,0.0,0.17437145811572896,0.0,0.0,0.0,0.11952286093343936,0.0
47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.10050378152592121,0.0,0.0
48,0.0,0.0,0.0,0.04441155916843276,0.0,0.0,0.0,0.0,0.25087260300212727,0.14064216928154863,0.0
49,0.0,0.0,0.0,0.2025478734167333,0.0,0.0,0.0,0.0,0.19069251784911848,0.0,0.0
50,0.0,0.0,0.0,0.0,0.0,0.03676073110469039,0.3999999999999999,0.07453559924999299,0.0,0.07559289460184544,0.0
51,0.0,0.0,0.0,0.07161148740394328,0.15811388300841897,0.0,0.0,0.0,0.0,0.0,0.0
52,0.14673479641335552,0.11470786693528087,0.17342199390482396,0.0734718358370645,0.0,0.11314714296070713,0.0,0.07647191129018724,0.06917144638660747,0.11633501014942217,0.3468439878096479
