fr.en,1,2,3,4,5,6
1,0.11538461538461539,0.0,0.044444444444444446,0.06896551724137931,0.07692307692307693,0.0
2,0.0,0.0,0.0,0.0,0.0,0.03571428571428571
3,0.037037037037037035,0.037037037037037035,0.0,0.0,0.0,0.0
4,0.0,0.037037037037037035,0.0,0.0,0.0,0.0
5,0.0,0.037037037037037035,0.022222222222222223,0.0,0.0,0.030303030303030304
