fr.en,1,2,3,4,5,6
1,0.20701966780270628,0.0,0.08728715609439694,0.12909944487358055,0.1432229748078866,0.0
2,0.0,0.0,0.0,0.0,0.0,0.07453559924999299
3,0.07142857142857142,0.06482037235521644,0.0,0.0,0.0,0.0
4,0.0,0.06482037235521644,0.0,0.0,0.0,0.0
5,0.0,0.10846522890932808,0.03779644730092272,0.0,0.0,0.04999999999999999
