fr.en,1,2,3,4,5,6,7,8,9,10
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.6254627916220946,0.03774256780481986,0.0,0.0,0.05555555555555555,0.0,0.029695693545824933
3,0.0,0.0,0.0,0.0,0.5099019513592785,0.1874085142663273,0.11766968108291041,0.11547005383792516,0.11338934190276817,0.06172133998483677
4,0.0,0.0,0.0,0.0,0.0,0.4708816093480111,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.07715167498104596,0.21182963643408087,0.16868694244915797,0.5749661560353624,0.5790660241435861,0.11664236870396086,0.07142857142857142
6,0.0,0.0,0.0,0.0,0.0704469953676347,0.0,0.0704469953676347,0.10369516947304255,0.9164397149578765,0.11085479909473865
7,0.0,0.0,0.0,0.03904344047215152,0.030628194591584446,0.0,0.030628194591584446,0.04508348173337162,0.11805626722019105,0.6265515005254438
