fr.en,1,2,3,4,5,6,7,8,9,10
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.5294117647058824,0.02857142857142857,0.0,0.0,0.037037037037037035,0.0,0.020833333333333332
3,0.0,0.0,0.0,0.0,0.39285714285714285,0.046511627906976744,0.07142857142857142,0.06896551724137931,0.05128205128205128,0.04
4,0.0,0.0,0.0,0.0,0.0,0.32142857142857145,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.023809523809523808,0.06,0.05357142857142857,0.37209302325581395,0.2857142857142857,0.018518518518518517,0.03125
6,0.0,0.0,0.0,0.0,0.022727272727272728,0.0,0.02,0.027777777777777776,0.8076923076923077,0.05454545454545454
7,0.0,0.0,0.0,0.024390243902439025,0.0196078431372549,0.0,0.017543859649122806,0.023255813953488372,0.058823529411764705,0.3541666666666667
