it.fr,1,2,3,4,5
1,0.17496355305594133,0.26462806201248157,0.14547859349066158,0.0,0.0
2,0.049629166698546515,0.1351132047333135,0.24759378423606918,0.07018624063435965,0.0
3,0.06299407883487121,0.05716619504750295,0.07856742013183861,0.1781741612749496,0.0
4,0.0,0.17647058823529413,0.16169041669088866,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0
6,0.0,0.03500700210070025,0.0,0.0545544725589981,0.0
7,0.0,0.0,0.0,0.059028133610095526,0.15617376188860607
8,0.0,0.0,0.0,0.0,0.0
