it.en,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,0.19069251784911842,0.13483997249264842,0.0,0.09090909090909091,0.08703882797784893,0.0,0.1421338109037403,0.0,0.0,0.04598004898717029,0.053300179088902604,0.0,0.0,0.06741998624632421,0.0,0.10192943828752511,0.10830607221477646,0.0,0.09090909090909091
2,0.11952286093343933,0.5070925528371099,0.0,0.0,0.1091089451179962,0.0,0.0,0.0,0.0,0.0576390417704235,0.0668153104781061,0.0,0.0,0.08451542547285164,0.0,0.12777531299998798,0.1357688466604261,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3273268353539886,0.07216878364870323,0.0440225453162812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.037267799624996496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.27602622373694163,0.09759000729485333,0.7092081432669752,0.0,0.12598815766974242,0.06299407883487121,0.051434449987363975,0.0,0.0,0.13311166512794437,0.1543033499620919,0.0,0.0,0.14638501094227999,0.12598815766974242,0.1475422227126635,0.1959654504174051,0.07715167498104596,0.0657951694959769
6,0.0,0.0,0.05892556509887897,0.2842676218074806,0.13608276348795434,0.06804138174397717,0.055555555555555566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04233337566673017,0.08333333333333333,0.0
