fr.en,1,2,3,4,5,6,7,8,9,10,11,12
1,0.3846153846153847,0.16317848796612636,0.1386750490563073,0.16012815380508716,0.062017367294604234,0.2773500981126146,0.26995276239950855,0.31069425495224695,0.11094003924504582,0.1386750490563073,0.06362847629757777,0.1432229748078866
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11180339887498948,0.0,0.0
3,0.4193139346887673,0.29649972666444047,0.0,0.2182178902359924,0.08451542547285164,0.3779644730092272,0.18394180184548975,0.26462806201248157,0.15118578920369088,0.0944911182523068,0.08671099695241198,0.1951800145897066
4,0.25883878884437295,0.22369925456507325,0.0,0.11973686801784997,0.0927477791520337,0.27652045192811353,0.3700747106388691,0.3339652454329247,0.2073903389460851,0.23331413131434578,0.047578606806980665,0.10709591052033322
5,0.10482848367219183,0.14824986333222023,0.0,0.0,0.08451542547285164,0.1259881576697424,0.18394180184548975,0.10585122480499262,0.07559289460184544,0.0944911182523068,0.17342199390482396,0.1951800145897066
6,0.0,0.07412493166611012,0.0,0.0,0.08451542547285164,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.09805806756909201,0.06933752452815364,0.35355339059327373,0.0,0.07905694150420949,0.0,0.057353933467640436,0.0,0.1414213562373095,0.0,0.0,0.0
8,0.0,0.05913123959890826,0.0,0.0,0.06741998624632421,0.0,0.04891159880445185,0.0,0.12060453783110546,0.0,0.0,0.0
9,0.16317848796612636,0.2692307692307693,0.0,0.0,0.30697030675746023,0.06537204504606135,0.12725695259515557,0.054923503638108974,0.19611613513818404,0.04902903378454601,0.04499212706658475,0.05063696835418333
10,0.0,0.0,0.0,0.0,0.18257418583505536,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.2773500981126146,0.29417420270727607,0.0,0.0,0.0,0.0,0.08111071056538127,0.10502100630210073,0.05,0.0625,0.0,0.0
12,0.16012815380508716,0.16984155512168939,0.0,0.0,0.12909944487358055,0.09622504486493763,0.046829290579084706,0.0,0.17320508075688776,0.0,0.0,0.0
13,0.1386750490563073,0.14708710135363803,0.0,0.0,0.22360679774997896,0.08333333333333333,0.24333213169614382,0.14002800840280097,0.15,0.125,0.057353933467640436,0.06454972243679027
14,0.10482848367219183,0.29649972666444047,0.0,0.0,0.16903085094570328,0.0,0.12262786789699316,0.0,0.30237157840738177,0.0,0.0,0.0
15,0.15724272550828775,0.1853123291652753,0.0,0.0,0.08451542547285164,0.0,0.06131393394849658,0.0,0.15118578920369088,0.0,0.0,0.0
16,0.17739371879672478,0.1254363015010636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,0.07412493166611013,0.052414241836095915,0.0,0.0,0.05976143046671968,0.0890870806374748,0.08671099695241201,0.07484811885651198,0.05345224838248487,0.0668153104781061,0.061313933948496574,0.06900655593423542
18,0.15384615384615385,0.16317848796612636,0.0,0.0,0.062017367294604234,0.18490006540840973,0.08998425413316952,0.07767356373806174,0.11094003924504582,0.06933752452815364,0.06362847629757777,0.0716114874039433
19,0.19611613513818402,0.1386750490563073,0.0,0.0,0.07905694150420949,0.1178511301977579,0.11470786693528087,0.09901475429766741,0.07071067811865475,0.08838834764831843,0.08111071056538126,0.09128709291752767
20,0.147087101353638,0.1386750490563073,0.0,0.0,0.03952847075210474,0.0,0.028676966733820218,0.0,0.07071067811865475,0.0,0.0,0.0
21,0.06726727939963126,0.04756514941544941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1025978352085154,0.0
23,0.18156825980064073,0.17118419700436519,0.0,0.12598815766974242,0.14638501094227999,0.21821789023599236,0.17699808135119718,0.12222646627042817,0.2618614682831909,0.0545544725589981,0.05006261743217588,0.1126872339638022
24,0.11322770341445959,0.08006407690254358,0.0,0.23570226039551587,0.09128709291752768,0.4082482904638631,0.13245323570650439,0.1143323900950059,0.24494897427831783,0.0,0.0,0.10540925533894598
25,0.16012815380508716,0.056613851707229795,0.0,0.16666666666666669,0.06454972243679027,0.28867513459481287,0.1404878717372541,0.16169041669088866,0.11547005383792516,0.07216878364870323,0.06622661785325219,0.14907119849998599
26,0.0,0.11826247919781652,0.0,0.0,0.13483997249264842,0.20100756305184242,0.04891159880445185,0.0,0.18090680674665818,0.0,0.0,0.0
27,0.18490006540840973,0.06537204504606135,0.16666666666666666,0.0,0.0,0.1111111111111111,0.0,0.0,0.06666666666666667,0.0,0.0,0.0
28,0.16012815380508716,0.056613851707229795,0.0,0.5000000000000001,0.06454972243679027,0.3849001794597505,0.1404878717372541,0.16169041669088866,0.23094010767585033,0.0,0.0,0.14907119849998599
29,0.08770580193070293,0.12403473458920847,0.0,0.0,0.07071067811865474,0.0,0.051298917604257706,0.0,0.12649110640673517,0.0,0.0,0.0
30,0.11566298639324807,0.12267912301642962,0.0,0.0,0.04662524041201569,0.0,0.033825504574586926,0.0,0.0834057656228299,0.0,0.0,0.0
31,0.04499212706658476,0.06362847629757779,0.0,0.0,0.0,0.0,0.13157894736842107,0.06814662756363819,0.03244428422615251,0.0,0.03721614637823934,0.041885390829169554
32,0.08362420100070908,0.05913123959890826,0.0,0.17407765595569785,0.06741998624632421,0.10050378152592121,0.1956463952178074,0.1688801323682996,0.12060453783110546,0.22613350843332272,0.13834289277321493,0.0778498944161523
33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.11470786693528087,0.12909944487358055
34,0.16724840200141816,0.23652495839563303,0.0,0.0,0.13483997249264842,0.0,0.0978231976089037,0.0,0.24120907566221092,0.0,0.06917144638660747,0.0
35,0.2631174057921088,0.1860521018838127,0.0,0.0,0.07071067811865474,0.10540925533894598,0.10259783520851541,0.08856148855400951,0.06324555320336758,0.07905694150420949,0.07254762501100116,0.0816496580927726
36,0.042796049251091296,0.09078412990032037,0.0,0.0,0.06900655593423542,0.05143444998736397,0.17521916101261562,0.32410186177608213,0.12344267996967354,0.03857583749052298,0.07079923254047886,0.07968190728895957
37,0.08559209850218259,0.09078412990032037,0.0,0.0,0.03450327796711771,0.0,0.10012523486435178,0.06482037235521643,0.5246313898711126,0.38575837490522974,0.07079923254047886,0.03984095364447979
38,0.062017367294604234,0.08770580193070293,0.0,0.0,0.04999999999999999,0.0,0.10882143751650175,0.09393364366277242,0.17888543819998318,0.11180339887498948,0.0,0.0
39,0.0,0.0,0.0,0.0,0.0,0.0,0.130066495428618,0.07484811885651198,0.0,0.0,0.0,0.06900655593423542
40,0.0,0.0,0.0,0.0,0.0,0.0,0.16222142113076254,0.14002800840280097,0.0,0.125,0.0,0.0
41,0.0,0.0,0.0,0.0,0.0,0.0,0.06765100914917385,0.17518714874213515,0.0,0.0,0.0,0.0
42,0.10878565864408424,0.1153846153846154,0.0,0.0,0.043852900965351466,0.0,0.06362847629757779,0.0,0.15689290811054724,0.0,0.0,0.0
43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,0.0,0.04089304100547654,0.0,0.0,0.0,0.0,0.10147651372376076,0.0,0.0,0.0,0.047836487323493986,0.05383819020581655
45,0.0,0.0,0.0,0.0,0.0,0.0,0.12166606584807191,0.0,0.0,0.0,0.0,0.0
46,0.12403473458920847,0.08770580193070293,0.0,0.0,0.0,0.0,0.14509525002200233,0.12524485821702988,0.0,0.11180339887498948,0.0,0.0
47,0.1386750490563073,0.09805806756909202,0.0,0.0,0.0,0.0,0.040555355282690636,0.07001400420140048,0.0,0.0,0.0,0.0
48,0.1386750490563073,0.09805806756909202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,0.1307440900921227,0.18490006540840973,0.0,0.0,0.10540925533894598,0.07856742013183861,0.15294382258037453,0.06600983619844496,0.14142135623730953,0.05892556509887897,0.5948118774794626,0.24343224778007383
50,0.16012815380508716,0.11322770341445959,0.0,0.0,0.12909944487358055,0.19245008972987526,0.18731716231633883,0.16169041669088866,0.11547005383792516,0.14433756729740646,0.13245323570650439,0.14907119849998599
51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22941573387056174,0.0
52,0.18752289237539815,0.1988980632395388,0.0,0.0,0.07559289460184544,0.0563436169819011,0.10968169942141637,0.04733810683311509,0.13522468075656266,0.042257712736425826,0.23267002029884434,0.13093073414159542
53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,0.0,0.07412493166611012,0.0,0.0,0.0,0.0,0.18394180184548975,0.10585122480499262,0.07559289460184544,0.1889822365046136,0.26013299085723596,0.1951800145897066
55,0.0,0.06933752452815364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08111071056538126,0.0
56,0.11322770341445959,0.20016019225635895,0.0,0.0,0.09128709291752768,0.06804138174397717,0.13245323570650439,0.05716619504750295,0.12247448713915891,0.051031036307982884,0.1873171623163388,0.15811388300841897
57,0.0716114874039433,0.10127393670836667,0.0,0.0,0.0,0.0,0.041885390829169554,0.0,0.0,0.0,0.05923488777590923,0.06666666666666665
58,0.05063696835418333,0.1432229748078866,0.0,0.0,0.0408248290463863,0.0,0.08885233166386386,0.02556549962824568,0.10954451150103321,0.0,0.1675415633166782,0.09428090415820634
59,0.0,0.028606478384531155,0.0,0.0842151921066519,0.03261640365267211,0.04862166383263152,0.023662426214015053,0.0,0.05834599659915782,0.0,0.03346372407051273,0.0
60,0.047565149415449405,0.10090091909944687,0.0,0.0,0.11504474832710555,0.057166195047502935,0.11128297681493145,0.09605842128561481,0.2057983021710106,0.042874646285627205,0.03934447376823168,0.044280744277004756
