de.fr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
1,0.08695652173913043,0.0,0.4,0.0,0.0,0.037037037037037035,0.10714285714285714,0.07142857142857142,0.03571428571428571,0.058823529411764705,0.037037037037037035,0.05263157894736842,0.0,0.05,0.08333333333333333,0.04,0.05555555555555555,0.08823529411764706,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.0,0.03225806451612903
2,0.0,0.0,0.0,0.2916666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.0,0.0,0.06896551724137931,0.29411764705882354,0.09523809523809523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.23076923076923078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.038461538461538464,0.0,0.045454545454545456,0.0,0.1,0.034482758620689655,0.03125,0.03225806451612903,0.03333333333333333,0.05263157894736842,0.0,0.0,0.0,0.045454545454545456,0.025,0.037037037037037035,0.05,0.02631578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.03125,0.0,0.0,0.0,0.038461538461538464,0.0,0.03389830508474576,0.05555555555555555,0.0625
5,0.0,0.0,0.09523809523809523,0.0,0.047619047619047616,0.0,0.06451612903225806,0.0,0.0,0.0,0.0,0.047619047619047616,0.0,0.0,0.07894736842105263,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.08333333333333333,0.0,0.2222222222222222,0.0,0.0,0.03571428571428571,0.28,0.03333333333333333,0.034482758620689655,0.05555555555555555,0.0,0.0,0.0,0.047619047619047616,0.1111111111111111,0.038461538461538464,0.05263157894736842,0.08571428571428572,0.0,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.03125
8,0.16666666666666666,0.0,0.21428571428571427,0.0,0.0,0.2,0.17391304347826086,0.13043478260869565,0.08695652173913043,0.16666666666666666,0.043478260869565216,0.06666666666666667,0.0,0.13333333333333333,0.12903225806451613,0.0,0.07142857142857142,0.17857142857142858,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.037037037037037035
9,0.0,0.0,0.0,0.0,0.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.17647058823529413,0.0,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09523809523809523,0.0,0.0,0.017241379310344827,0.0,0.0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.05263157894736842,0.0,0.0,0.0,0.07142857142857142,0.045454545454545456,0.04,0.041666666666666664,0.043478260869565216,0.0,0.09523809523809523,0.07142857142857142,0.0,0.23076923076923078,0.030303030303030304,0.05,0.0,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038461538461538464
13,0.11764705882352941,0.0,0.07142857142857142,0.0,0.0,0.047619047619047616,0.041666666666666664,0.043478260869565216,0.045454545454545456,0.09090909090909091,0.0,0.0,0.0,0.15384615384615385,0.17857142857142858,0.0,0.08333333333333333,0.06896551724137931,0.0,0.0,0.0,0.0,0.0625,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.04
14,0.0,0.0,0.15384615384615385,0.0,0.0,0.0,0.08695652173913043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13793103448275862,0.0,0.0,0.10714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.14285714285714285,0.0,0.1111111111111111,0.0,0.05555555555555555,0.038461538461538464,0.034482758620689655,0.03571428571428571,0.037037037037037035,0.0625,0.0,0.0,0.0,0.1111111111111111,0.02702702702702703,0.3157894736842105,0.058823529411764705,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.034482758620689655,0.0,0.0,0.0,0.043478260869565216,0.0,0.0,0.0,0.06896551724137931
16,0.10344827586206896,0.0,0.07692307692307693,0.0,0.0,0.06060606060606061,0.08571428571428572,0.05714285714285714,0.058823529411764705,0.041666666666666664,0.029411764705882353,0.038461538461538464,0.03333333333333333,0.07692307692307693,0.045454545454545456,0.13793103448275862,0.13043478260869565,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.03225806451612903,0.0,0.0,0.0,0.05405405405405406
17,0.058823529411764705,0.0,0.07692307692307693,0.0,0.0,0.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03225806451612903,0.0,0.0,0.0,0.09090909090909091,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.09090909090909091,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,0.14285714285714285,0.0,0.0,0.0,0.0,0.11764705882352941,0.047619047619047616,0.10526315789473684,0.05263157894736842,0.0,0.05555555555555555,0.1,0.0,0.09090909090909091,0.034482758620689655,0.0625,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,0.0,0.0,0.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.07142857142857142,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.08333333333333333,0.05555555555555555,0.0,0.0,0.03773584905660377,0.0,0.0
20,0.029411764705882353,0.1,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02702702702702703,0.0,0.0,0.0,0.020833333333333332,0.0,0.0,0.0,0.03571428571428571,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,0.0,0.0,0.0,0.030303030303030304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03571428571428571,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01639344262295082,0.0,0.0
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,0.0,0.0,0.0,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02631578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016666666666666666,0.0,0.0
