it.fr,1,2,3,4,5,6,7,8,9,10,11
1,0.29095718698132317,0.23809523809523808,0.13093073414159545,0.0,0.08247860988423225,0.15430334996209194,0.0,0.048795003647426664,0.0419960525565808,0.0563436169819011,0.09759000729485333
2,0.2519763153394848,0.12371791482634838,0.0,0.06681531047810609,0.0,0.0445435403187374,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.07698003589195017,0.0251976315339485,0.023094010767585046,0.08164965809277265,0.0,0.027216552697590893,0.0,0.025819888974716133,0.022222222222222237,0.0,0.0
