de.en,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,0.38461538461538464,0.2,0.14285714285714285,0.1,0.06666666666666667,0.09090909090909091,0.0,0.058823529411764705,0.05,0.0625,0.08333333333333333,0.09375,0.08,0.07142857142857142,0.14285714285714285,0.05263157894736842,0.05263157894736842,0.0,0.014285714285714285
2,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02857142857142857
3,0.3125,0.15384615384615385,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.043478260869565216,0.0,0.0,0.05555555555555555,0.07142857142857142,0.0,0.09375,0.0,0.0,0.0,0.0
4,0.09523809523809523,0.0,0.05,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,0.02564102564102564,0.0,0.05263157894736842,0.05714285714285714,0.041666666666666664,0.041666666666666664,0.0,0.0
5,0.0,0.0,0.0625,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015384615384615385
7,0.02702702702702703,0.0,0.0,0.0,0.0,0.0,0.0,0.02702702702702703,0.05128205128205128,0.0,0.0,0.0,0.11904761904761904,0.06060606060606061,0.04,0.02564102564102564,0.02564102564102564,0.0,0.07058823529411765
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043478260869565216
9,0.027777777777777776,0.0,0.029411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018867924528301886,0.045454545454545456,0.030303030303030304,0.04081632653061224,0.02631578947368421,0.02631578947368421,0.0,0.058823529411764705
10,0.15789473684210525,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.02631578947368421,0.0,0.0,0.02857142857142857,0.0,0.043478260869565216,0.14285714285714285,0.013513513513513514
11,0.21428571428571427,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030303030303030304,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.014285714285714285
13,0.0,0.0,0.0,0.0,0.3076923076923077,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.013888888888888888
