de.en,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,0.5892556509887896,0.33333333333333337,0.25819888974716115,0.18257418583505536,0.11322770341445959,0.16666666666666669,0.0,0.11785113019775793,0.09622504486493764,0.12309149097933275,0.11322770341445959,0.21650635094610968,0.16666666666666669,0.13608276348795434,0.3032392174315614,0.09128709291752768,0.09901475429766744,0.0,0.13378001241813026
2,0.0,0.0,0.11952286093343936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06192811222226325
3,0.4811252243246881,0.2721655269759087,0.0,0.14907119849998599,0.0,0.0,0.0,0.0,0.07856742013183861,0.0,0.0,0.1178511301977579,0.13608276348795434,0.0,0.1856953381770519,0.0,0.0,0.0,0.0
4,0.23145502494313788,0.0,0.1690308509457033,0.0,0.0,0.0,0.0,0.07715167498104597,0.0,0.0,0.0,0.0472455591261534,0.0,0.1781741612749496,0.14888750009563956,0.11952286093343936,0.12964074471043288,0.0,0.0
5,0.0,0.0,0.11952286093343936,0.16903085094570328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23570226039551587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08192319205190406
7,0.056613851707229795,0.0,0.0,0.0,0.0,0.0,0.0,0.056613851707229795,0.09245003270420486,0.0,0.0,0.0,0.24019223070763074,0.1307440900921227,0.10925355610938448,0.043852900965351466,0.04756514941544941,0.0,0.11246521862381835
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09289216833339486
9,0.05773502691896258,0.0,0.06324555320336758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035355339059327376,0.08164965809277261,0.06666666666666667,0.07427813527082075,0.044721359549995794,0.048507125007266595,0.0,0.11469246887266567
10,0.27386127875258304,0.5163977794943223,0.0,0.0,0.0,0.0,0.0,0.09128709291752768,0.0,0.0,0.0,0.05590169943749474,0.0,0.0,0.058722021951470346,0.0,0.07669649888473704,0.25819888974716115,0.02590638800754199
11,0.3872983346207417,0.3651483716701107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07905694150420949,0.0,0.0,0.08304547985373997,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0,0.11322770341445959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09901475429766744,0.0,0.033445003104532564
13,0.0,0.0,0.0,0.0,0.4193139346887673,0.1543033499620919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,0.0,0.09805806756909201,0.0,0.0,0.10206207261596574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17149858514250882,0.0,0.028964222318174613
