de.it,1,2,3,4,5,6,7,8,9
1,0.045454545454545456,0.030303030303030304,0.02857142857142857,0.08333333333333333,0.02702702702702703,0.0,0.0,0.0,0.0
2,0.08108108108108109,0.07692307692307693,0.15384615384615385,0.05263157894736842,0.03225806451612903,0.0,0.037037037037037035,0.0,0.0
3,0.08571428571428572,0.08333333333333333,0.07692307692307693,0.058823529411764705,0.034482758620689655,0.01818181818181818,0.04,0.0,0.0
4,0.046511627906976744,0.06451612903225806,0.06060606060606061,0.08695652173913043,0.08823529411764706,0.016129032258064516,0.0,0.0,0.0
5,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.037037037037037035,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0,0.020833333333333332,0.0,0.0,0.0
9,0.043478260869565216,0.058823529411764705,0.05555555555555555,0.037037037037037035,0.05263157894736842,0.1,0.02857142857142857,0.0,0.0
10,0.02857142857142857,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.0425531914893617,0.0,0.08333333333333333,0.03571428571428571,0.05128205128205128,0.0,0.027777777777777776,0.0,0.0
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0.07142857142857142,0.1,0.09375,0.0,0.0,0.0,0.0,0.0,0.0
14,0.05714285714285714,0.041666666666666664,0.0,0.0,0.0,0.018518518518518517,0.0,0.0,0.0
15,0.07894736842105263,0.0,0.06896551724137931,0.05,0.06451612903225806,0.017241379310344827,0.07407407407407407,0.0,0.05
16,0.0,0.0,0.0,0.0,0.0,0.0196078431372549,0.1,0.0,0.0
17,0.0,0.0,0.0,0.0,0.06451612903225806,0.017241379310344827,0.0,0.0625,0.05
18,0.0,0.0,0.0,0.043478260869565216,0.09090909090909091,0.03333333333333333,0.0,0.05714285714285714,0.046511627906976744
19,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.02631578947368421
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02702702702702703
21,0.0,0.0,0.030303030303030304,0.0,0.0,0.0,0.0,0.0,0.022727272727272728
22,0.0,0.0,0.029411764705882353,0.0,0.027777777777777776,0.03278688524590164,0.03125,0.02702702702702703,0.045454545454545456
