de.en,1,2,3,4,5,6,7,8,9,10
1,0.3810003810005715,0.16481712868606585,0.05679618342470648,0.1494406444160154,0.0,0.2988812888320308,0.0,0.13576884666042613,0.08740748201220976,0.2060214108575823
2,0.14433756729740646,0.0,0.0,0.0,0.0,0.11322770341445959,0.0,0.0,0.0,0.0936585811581694
3,0.22360679774997896,0.14509525002200233,0.09999999999999998,0.17541160386140586,0.0,0.17541160386140586,0.0,0.11952286093343936,0.1025978352085154,0.14509525002200233
